alcohol_content,acidity,sugar_content,tannin_level,wine_color,wine_age,wine_country,wine_region
12.454725417890586,1.1312086645048112,10.6553884325549,7,#8e0e46,37,Curacao,Shanahanburgh
14.098981454852037,1.0069759773788973,9.003048166166991,9,#cc5f89,8,Norway,Borerfurt
12.886108350474387,0.5287119874265045,10.661951868329197,5,#a437df,41,Madagascar,Jaynehaven
13.781118485610932,0.9481523822061717,1.7632306199520826,5,#80ecbe,21,Lebanon,Ullrichstead
11.543026539846323,0.7235412284499034,6.709629614837468,1,#bf48b3,29,Romania,Lake Guiseppeburgh
14.65575528924819,0.9354674454545602,8.259676767513156,10,#d582f7,4,Bolivia,Baumbachcester
13.739637971273623,0.5031034292187542,10.148105258122087,4,#18c97d,46,Armenia,Avondale
11.238728402648121,0.7577367272693664,5.265529561322182,1,#dfffca,33,Sierra Leone,Noracester
12.485592932323925,0.7724497807445004,6.4341338481754065,9,#7dcd15,45,Philippines,South Virginia
12.0350853378186,0.8164978971239178,14.30071536730975,10,#66f6b7,29,Morocco,Jerdechester
11.517457722336985,1.1064416918205096,7.795473795384169,5,#af2fdf,19,Cote d'Ivoire,Streichton
12.986051913001575,0.7671000926056877,9.134702802170068,5,#eee853,35,Vanuatu,Lake Christopheside
13.186464150319807,1.192329474259168,4.185332326218486,7,#12947b,22,Costa Rica,Lake Laceyport
15.282212892896496,0.9426836119964719,9.379843446426094,5,#f91f77,26,Mozambique,Fort Barrettport
11.674954861635342,0.5199305515969173,1.7851397339254618,5,#e1e7c8,28,Ghana,East Therese
12.50726737792138,1.0631700841011478,6.0841810163110495,3,#abe01b,18,Mali,Lawrence
9.983846091898158,0.998949904507026,8.858577702194452,4,#da72cf,38,Aruba,Fort Bradchester
12.008712823269889,0.8322831235826016,11.443750153295696,5,#2fc120,7,Togo,New Meggie
14.655311893555336,0.6450401656329632,5.318811036646366,5,#e92ecf,6,Burkina Faso,Port Reyside
9.839544722461142,0.9721666151192039,4.986289836931974,3,#83ddc2,16,Nicaragua,East Reubenboro
14.363536897697486,0.6506402552127838,2.8552519637160003,4,#ab48e7,22,Malaysia,Ryanhaven
8.279624396935105,0.9220476897200569,7.283569937106222,7,#1eeb6c,33,Sao Tome and Principe,Citrus Heights
10.144995123380795,0.8936842436669394,3.6069780229590833,2,#6c583c,44,Sweden,New Clotilde
12.365414512576535,0.6802282816264779,14.406598532106727,9,#e2b373,26,Tuvalu,New Bridgetboro
12.69297484785784,1.0290254734689368,2.326834322884679,10,#de22cb,46,Benin,Elizabethfield
13.077983760857023,1.0144726481987163,9.999944858253002,9,#cd2650,50,Taiwan,Leschmouth
9.459145575063303,0.9134319290984422,11.842141639441252,6,#529edf,23,Portugal,Eau Claire
10.846968947560526,0.619542824011296,2.7946590590290725,8,#72061a,34,Guernsey,Hartmannstad
13.245149491820484,0.8084433412877843,1.4458107762038708,7,#9b2ee1,6,Reunion,Port Ayanatown
13.383045360213146,1.1979314897907898,6.422842975705862,8,#96eec0,43,Lithuania,Stammton
12.186717051779851,1.0903651679633186,3.957979878410697,2,#1bfe2e,15,Mayotte,Yostfort
10.867825338616967,0.8923090197145939,12.07884455146268,1,#2a3c3f,10,Slovakia,East Zachary
14.379320519044995,0.5548553935484961,13.112403145059943,8,#6731a5,3,Djibouti,New Heberport
10.701525941956788,1.1284192257327958,14.210772645659745,7,#06adc0,43,Tajikistan,Little Rock
15.28909543773625,0.82497432930395,6.807016996666789,4,#25d354,34,Oman,Fort Heavenview
12.760425774147734,0.8462438923306763,1.3239210303872824,6,#abd0c0,15,Honduras,Rowefield
9.072943894541822,0.5428508561104536,1.3731920374557376,8,#944abc,1,Faroe Islands,Robertsland
11.584181354381144,0.7671347097028047,1.812429220881313,2,#1995ce,11,South Georgia and the South Sandwich Islands,Mosheview
14.083429788704962,1.1852534342790022,4.561113887932152,9,#5db95c,2,Antigua and Barbuda,New Dovie
10.441546393092722,1.1567816849332302,14.732107422314584,7,#91a8a4,20,Kazakhstan,Port Charlotte
11.801999743445776,0.592684204922989,5.416421562898904,8,#3bc8ac,36,United Kingdom,Heidenreichview
13.216750725521706,0.5373473625397309,7.722475003451109,3,#04e375,48,Mongolia,Lesliehaven
10.30609147110954,0.9547120226314292,10.052214812021703,9,#edadce,39,Sweden,Knoxville
14.229014207492582,0.7748946250649169,5.523680415004492,10,#07abf8,50,Heard Island and McDonald Islands,Santa Cruz
8.672727636992931,0.691861170832999,14.995181867387146,10,#0f1fa7,30,Barbados,Javonchester
14.129930402967148,0.9013102753087878,4.8672625897452235,8,#a86ffa,38,Iceland,Alafaya
14.226820151787251,0.566412059427239,5.2783691780641675,5,#decdf5,45,Sao Tome and Principe,Davontefield
14.036199842346832,0.5493456217693165,5.6168670216575265,9,#1e1724,44,United Arab Emirates,Colton
15.49468752881512,0.996012899884954,4.4923137915320694,4,#f6b2dd,4,Fiji,East Winonaland
10.040077880956233,0.6721361417789012,9.726879917550832,7,#740dbb,31,Nepal,Raquelboro
13.263139044982381,1.0255757855949923,2.2631537802517414,5,#7756d4,23,United Kingdom,West Lesterberg
11.504037663224153,1.0559346469584852,7.90717258490622,6,#7cadf2,17,Anguilla,New Clemmie
14.831133863888681,0.9327185432659462,11.267363383900374,10,#61d6c4,33,Saint Kitts and Nevis,Dibbertport
9.975302044302225,0.6105351712321863,11.101337084546685,10,#b3d95c,13,Pakistan,New Santos
11.334076151950285,0.6277068716008216,8.15447298437357,7,#ba07ea,21,Antigua and Barbuda,Annamouth
14.287537753814831,0.6223043111385778,10.25769728096202,10,#3cb998,31,Trinidad and Tobago,Lake Bridget
8.883486575912684,0.8419152189278976,4.264642910566181,8,#8f8af8,13,Albania,Satterfieldcester
9.434331753989682,0.6212981249438598,10.77289469121024,10,#637609,25,Pakistan,Leoneport
10.889011892839335,0.7963093934813514,7.965818643569946,4,#4bf0c9,12,Timor-Leste,Port Eloise
12.303600782877766,1.1746876781806348,4.664486023597419,4,#acaa32,35,Madagascar,Justynstad
9.07136933831498,0.7851151729235426,9.448621977120638,4,#baceef,14,Pakistan,South Jacinto
10.988224230357446,0.8383099854690954,7.279250625520945,1,#027def,10,Cocos (Keeling) Islands,Oberbrunnerhaven
12.456058004288934,0.5511016608448699,10.591739935334772,3,#c9bfaa,1,Dominican Republic,New Kennedi
12.04650449345354,1.0899368424434215,6.265017273835838,1,#aed2c0,18,Venezuela,Cassinfurt
13.748135197209194,1.0859688272699715,11.286514232400805,9,#dcec50,1,Jamaica,North Jadaburgh
14.716689800960012,0.8079583500511944,7.227369278203696,6,#1e5d78,5,Tunisia,Fort Enos
11.376238090568222,0.5231527779949829,14.909187948331237,4,#d6d49b,48,Israel,Lydiafield
10.246132688014768,0.8974815090419724,5.39055451285094,7,#956d66,28,Italy,North Elinorechester
11.946082745096646,0.9201050729025155,9.17054571211338,3,#b5c3ac,5,Algeria,Wyoming
11.357839729287662,0.8210571519564838,4.236345269251615,7,#ef8d8b,36,Sierra Leone,Elmhurst
13.127227670745924,0.7983689964283258,7.835861439816654,8,#a03b91,5,Guadeloupe,Kirlinshire
11.626604661694728,0.8063556520733982,14.237127932719886,7,#4faca6,3,Cayman Islands,Fort Della
8.1358951482689,0.7059905096655712,10.480065074749291,8,#f32ed5,18,Tokelau,Cleveland Heights
13.01151382282842,1.0397688064957036,4.546597977634519,10,#c60fe6,34,Heard Island and McDonald Islands,North Doloresmouth
9.193587605957873,0.5719981105998159,10.352734365966171,2,#77422e,3,Honduras,West Alanna
12.459363889764063,1.023686840198934,13.358319538645446,2,#ff852f,43,Nauru,Avishaven
9.841558322776109,0.5867691836785525,7.2968609016388655,7,#00befa,43,Slovenia,Streichfort
9.243011188926175,0.6239671112969518,12.867181274108589,4,#17a49b,28,Belgium,West Melanychester
11.662990567972884,0.7656161787686869,2.9104647170752287,5,#86d4d9,39,Democratic Republic of the Congo,North Brooklyn
9.960918680997565,0.672567592957057,9.460578426718712,1,#b391dd,1,Azerbaijan,Lake Loren
12.105712153250352,0.9421076792292297,10.401587690692395,10,#0c806e,43,Bonaire, Sint Eustatius and Saba,Lesleyberg
14.31434655515477,0.7206117863301188,5.095194094348699,2,#e4ba1e,10,Hong Kong,Port Orval
8.74156915943604,1.0437635990325362,9.500009692739695,9,#97d537,49,South Georgia and the South Sandwich Islands,Port Mercedes
9.628265791223384,0.7430192737840116,4.759193954523653,10,#ef95eb,2,Congo,Garland
9.107882050564513,0.974016511789523,11.769402910489589,5,#05da58,45,South Sudan,Berenicebury
15.309797327616252,0.7927375184139236,7.429384316783398,5,#55e7ea,35,Christmas Island,Dewayneboro
8.578471279586665,1.1076312241610138,2.3483205097727478,4,#c7aece,48,Dominica,Moenmouth
11.663024539127946,1.196851749252528,2.924192840233445,9,#4c8dff,21,Nigeria,Port Mae
11.002901510335505,1.1986030401894823,12.44879368506372,2,#c0f6cb,33,Seychelles,Opheliaside
14.347031433833763,0.6892771121580153,6.6729524550028145,3,#d14f70,32,Nigeria,Tillmanstad
12.301825012080371,0.7077882001176476,4.974096787162125,4,#ac4ade,49,Lebanon,Fort Sheilaberg
9.061447752872482,0.8076674662996084,11.812953151296824,5,#e1d027,6,Reunion,West Alexandreastead
11.010932758334093,0.7524277409771457,8.706267931498587,1,#ef5a9a,5,Saint Kitts and Nevis,South Filibertoport
13.913426462211646,0.7780328487046062,8.491152558010072,6,#295f6d,45,Samoa,Westland
14.490608509047888,1.0592285006074236,11.042914277873933,1,#7ee2b8,9,Slovenia,New Adriana
15.168761891662143,0.7793421898502857,2.530714909080416,6,#675cfa,26,Slovenia,East Florinehaven
13.781582266790792,0.7799816170940175,11.348740309011191,6,#e9eeff,38,Virgin Islands, U.S.,New Johnniecester
13.84108601033222,0.963335816282779,9.117819094099104,8,#cab72d,46,Trinidad and Tobago,Lake Ali
10.134924465790391,1.0196104961447419,5.050083224661648,10,#ca9f7e,3,Tunisia,West Maximo
11.016161812120117,0.9894659500103444,8.70901085389778,3,#5b1bca,21,United Kingdom,Ceres
14.944612385705113,0.883150006714277,9.02956561325118,7,#cbeb0d,31,Republic of Korea,Burleson
15.443250319338404,0.8642365185311064,12.513748755678535,5,#bab5bd,41,Montenegro,South Nash
8.232845162972808,1.1076416427502407,1.5871427129022777,2,#8c25fd,25,Kenya,Plainfield
12.632041312288493,0.8634878216776997,12.124915042892098,9,#3e3ac9,27,Finland,Zackerytown
15.239669764530845,0.8144714191788807,9.478808707091957,9,#ff7dd2,41,Cote d'Ivoire,West Cortezside
11.437587871449068,0.7377460360061378,12.855525199323893,6,#f4febe,3,Indonesia,East Mauricio
15.017345016356558,0.6889122252119705,10.657736304216087,1,#fd48ad,49,China,Milford
9.949916449957527,0.6349813709966838,11.996394664049149,3,#3babaa,4,Ukraine,North Zackarychester
12.150594089296646,0.5465835492126644,13.747652750462294,3,#a227a3,36,Maldives,Jeffreyworth
15.033620702568442,0.8143627993762492,3.570833864621818,3,#2dcf6a,6,Hong Kong,Deerfield Beach
10.9846850031754,1.0919917829800396,2.0286067901179194,2,#bdd3f2,29,Morocco,Warner Robins
9.002640964579768,0.9175226810388266,6.33453535893932,3,#6bc6eb,22,Kiribati,Irving
11.18032041657716,1.0666053728898985,8.220295696519315,3,#a987c8,43,Christmas Island,Matildaberg
14.681428742595017,0.8883341321023182,5.308715144172311,3,#fc4674,50,Maldives,Hempstead
14.202164280693978,0.5363508048001677,5.189348292537034,2,#b7a4a0,39,Australia,South Emorystad
15.422767855459824,0.6324817816959694,1.0361676015891135,5,#da1aaf,10,Turkey,North Ciara
13.076680146157742,0.5066484635230154,13.352115020621568,10,#e3ddca,23,Saint Barthelemy,East Cruzshire
11.958694973844104,0.7280682933051139,4.954519458580762,10,#d7eebc,8,Taiwan,Port Martinatown
13.63033028098289,0.6174530087038874,4.08271407103166,10,#f09fe0,23,San Marino,Lake Adolph
14.347136424155906,0.8912535032723099,5.1401346190832555,1,#e84130,5,Mali,North Paolo
8.959944751230069,0.5677525422535836,12.224627729970962,3,#3dcd28,21,Tanzania,Port Jaime
9.470085537293926,1.1835493724327533,12.058027566410601,9,#a3f8a9,44,United States Minor Outlying Islands,Morarmouth
13.980800428660586,0.9757005696184933,1.61620720801875,8,#4c668f,33,Oman,Greenholtstad
9.75752029987052,0.7333946020808071,11.388617814984173,6,#a37ece,3,Russian Federation,Hymanboro
12.504347767215222,1.0695787546457722,5.160308476071805,6,#8dccc1,13,Gambia,North Richard
14.82698896387592,0.7500059515237808,13.943854791577905,10,#dd3337,20,Saudi Arabia,Port Evansfurt
8.79911646724213,0.921648271405138,2.8279188009910285,7,#1b151d,15,United States Minor Outlying Islands,Port Aryanna
13.272452526842244,0.9523004240822046,14.437194938771427,2,#fdeb9d,26,Ghana,Novaberg
14.044283082592301,0.8868470068788156,4.434758124407381,4,#5f7d9d,18,Australia,West Pat
12.952638889662921,1.1698707555420698,12.948259884491563,1,#e979cc,4,Angola,Fort Lenora
9.461720462539233,0.5703859658911824,4.57509740954265,6,#bf5aa0,27,Comoros,East Candicecester
15.426227981923148,0.6303688117768615,6.4111761408858,2,#1f472f,32,Uzbekistan,New Dameon
9.810695236781612,1.1034897232195362,3.3995082331821322,6,#ace26f,8,Micronesia,Yasminside
11.867614399059676,1.197488953429274,14.109371930360794,3,#7da2d6,38,Turks and Caicos Islands,Bogisichcester
13.113435091916472,0.7638334922259673,14.05235998891294,6,#9e1cd5,1,Turkey,O'Reillyboro
10.250003468361683,0.6520289039472118,4.645369828213006,8,#38ee7a,11,Myanmar,Spring
13.84817366907373,1.051038625347428,9.4973220275715,10,#583eb9,22,Greece,South Maeve
14.10747532628011,0.8179220521822572,14.911817331332713,9,#d1becc,46,Mauritania,Fort Cyrilcester
11.548107122187503,0.5628758706152439,14.721646738238633,3,#afbe3d,23,Maldives,Beaumont
9.89793583820574,1.137348454608582,8.890829296316952,4,#e66782,15,Barbados,Orlando
12.343589906929992,0.9396158348070458,4.840944892726839,3,#60c8cf,1,Czechia,Port Jenniferfield
11.692353118676692,0.5481777164153755,6.60889528831467,1,#2ed4bb,24,Liechtenstein,Heaneyborough
8.762230604887009,0.9476507626241073,8.840893637854606,6,#13bb19,40,Ethiopia,Mesquite
9.008083749911748,1.1092633847845716,6.9606851427815855,7,#4d5dea,48,India,New Erickaland
13.434311388526112,0.9248016068479046,10.003185591194779,3,#a12a1b,49,Bangladesh,New Talia
10.909957832307555,0.7553758663125336,2.627247417345643,10,#9abdcd,40,Brazil,Cristianshire
14.813834104686975,0.5671636700630188,12.858567424118519,5,#9fd796,48,Niger,Taunton
9.976976902224123,0.9163333892589435,3.493068950716406,6,#47e38d,28,Sint Maarten,Bradenton
11.53007634228561,1.1157739715417847,13.0602114549838,2,#c7a98f,20,Morocco,Flint
9.098419114132412,1.070287743350491,9.235840357840061,8,#7aefd7,21,South Georgia and the South Sandwich Islands,East Wilber
9.522179540479556,0.6238615149632096,8.52282092301175,7,#3d4e96,19,Kenya,South Tobin
11.720042199711315,0.8463373887585476,2.416954681277275,9,#baf97c,13,Mali,Krajcikberg
12.36049222422298,0.9319894113577902,3.632555986288935,4,#5f5f7c,28,Cameroon,Okunevamouth
9.205106584820896,0.6427341886796057,1.2874627774581313,2,#b4db3a,29,Switzerland,Wandashire
11.347098793601617,0.5332131318747997,3.4451300986111164,5,#5feb3d,44,Tonga,West Korey
12.564973332453519,0.6469821971841156,9.03251862199977,6,#6dc62c,10,Bonaire, Sint Eustatius and Saba,South Christianfort
11.123160364921205,0.6841296722646802,11.85092133609578,5,#4a4bc4,49,Benin,Fort Augustine
13.600365960272029,0.5827842947095633,3.7814852837473154,8,#c6f775,31,Lesotho,Bradtkemouth
8.544670912786387,0.7942685353569686,11.648503192234784,2,#04adcf,22,Suriname,Lake Lambertshire
8.844369157566689,1.0687628831947222,9.36141445254907,8,#7eea4b,24,Greece,Racine
12.238139786757529,1.0315400714054703,14.364680987317115,10,#34aefb,1,Cameroon,Port Tamiafurt
12.948112534475513,1.0914250775706023,1.9620769014582038,9,#75a6ab,39,Tajikistan,Lakewood
13.809690280584618,0.9532982780132442,9.929919812828302,2,#47cfb9,7,Maldives,Ashburn
12.503738064086065,1.1959601321723312,14.592345270793885,3,#79ce3f,49,Gambia,Cristton
13.356155532062985,0.8264097093837335,14.709049738943577,6,#c6ed98,33,Saint Helena,Fort Colleen
14.01419270329643,0.7074657667428255,4.198702366091311,9,#c19010,11,Turkmenistan,Kiarafort
8.271310795797035,1.1489238775335253,5.517999562900513,4,#ecfe5e,34,South Africa,Kalechester
12.76864724245388,1.1618481457000598,1.1734362412244081,3,#48dace,18,Belize,Starkhaven
13.99763975420501,0.9285401434870437,6.355198913253844,5,#0ac57b,20,Iraq,South Scottieshire
14.890957572613843,0.9973251284100115,1.3252355898730457,1,#a6c5bd,40,Denmark,New Vickyview
10.922380432719365,1.0878785133594646,12.752665157895535,6,#daeba1,13,Bouvet Island,North Yvonne
12.246240257052705,0.8358365426305681,12.40166149660945,8,#b1b17f,37,Timor-Leste,Virginia Beach
14.96648774901405,1.0900027527939526,10.31823192955926,7,#f1fc6b,29,Anguilla,DuBuquefort
13.730536712217145,1.0620356614934279,13.160646189004183,1,#8a1de8,5,Saint Barthelemy,Eagan
8.247931701596826,0.8810622832737862,13.464295769110322,6,#2ba1c1,3,Norfolk Island,Rohnert Park
8.800214412738569,1.0513974878471344,4.1421989495866,8,#87ad3e,34,Algeria,Greenholtburgh
9.536145359277725,0.5049352364148945,7.847873146645725,10,#dbfd7b,15,Antigua and Barbuda,Jeffersonville
10.894781481591053,0.991807540692389,11.587125828489661,10,#6fefba,46,Tunisia,New Reginaldborough
11.322463618824258,0.5676269399467856,9.285378145985305,6,#a8fd8a,6,Slovakia,Kendale Lakes
11.851104370551184,0.8499752766918391,7.114476551767439,4,#fe8f3c,16,Gibraltar,South Harleyland
8.729603592772037,1.0854610812151804,13.208587081637233,9,#b05ec6,2,Zambia,Maciechester
8.50167741777841,0.8938193813664839,3.1969503490254283,10,#d5bdca,40,Nauru,Royceworth
10.088611354702152,0.8518330831779166,11.541343266610056,3,#f6745d,24,Kyrgyz Republic,Feestfurt
10.656185236410238,0.6224748374894261,14.819679252803326,9,#5a7f5d,35,Gibraltar,Fort Liza
14.96560743264854,0.665128200664185,1.7764767776243389,10,#23adcb,15,Tanzania,Jolieburgh
9.808171437005512,0.9922934442991391,11.802680192515254,9,#59031e,38,Djibouti,North Priscilla
12.871957298601046,0.5034513750579208,8.618743280880153,7,#dc7407,9,Trinidad and Tobago,South Ottis
12.45249883865472,0.6342571958433837,13.928285336587578,9,#bba85b,18,Albania,Lake Helene
8.707191848778166,0.8711717415601015,5.564357899129391,6,#fdeadb,24,Liechtenstein,Halvorsonstad
10.596151700709015,0.5652461090357974,3.7960321735590696,9,#991c66,17,Marshall Islands,Lake Rudolphfield
15.254633129341528,1.1043652242049573,13.748278703540564,9,#e1eebd,15,Holy See (Vatican City State),South Juanita
14.009021910722367,0.5274943741969764,12.43496054969728,10,#eefc6e,30,Djibouti,Palm Bay
11.324667462147772,1.1983975981594994,14.305285989772528,2,#abed5e,30,Sweden,New Kianastead
12.132669232203625,0.5493913749000058,10.532012344803661,9,#cfc5d5,17,Peru,Jocelynton
13.471356849302538,1.0880700103705747,7.78251337679103,1,#59f91a,41,Democratic Republic of the Congo,North Emersonbury
14.045414405525662,0.8730912290280685,2.6012515630573034,6,#2bcb6c,49,Cape Verde,Tracyboro
14.131045671063475,0.7023054633755237,13.402346157934517,4,#dc90c6,50,Yemen,Atlanta
13.054089562036097,1.0873476265463977,14.523484408389777,1,#bae34f,8,Ukraine,Rempelshire
9.940575604676269,0.6551376118091866,3.1913800928741693,4,#6eb544,6,Yemen,Francescaview
15.497442349558696,0.9373937791213394,3.1925964853726327,7,#f2c2d7,46,Curacao,Kurtside
13.28600549325347,0.5717718346510082,11.521064811386168,9,#64c54c,43,Cook Islands,Veumview
11.49430441914592,0.5021563167916611,11.146169282030314,5,#fae71e,38,Barbados,Clarecester
12.757530249189585,1.1261152712162583,9.301829708740115,1,#2c6f9c,31,Seychelles,Vonville
8.932124966639094,1.0134782403474674,3.4158607879653573,5,#2000a3,39,Saint Vincent and the Grenadines,South Macey
12.867214225814678,0.625690699624829,11.247497281525284,9,#aacbcc,22,Montserrat,Wisokymouth
13.961926731397398,0.8611671605845913,8.671018084976822,10,#49dfc2,24,Angola,Zboncakburgh
12.85814513405785,0.770123527920805,11.160554556176066,5,#ccd97e,48,Falkland Islands (Malvinas),Willowfort
8.381330799427815,1.0365314146736635,14.813282318878919,9,#32b10c,42,Jamaica,South Santos
8.568136745714583,1.0464866099879147,12.509759941138327,7,#e0d076,40,Spain,West Jordan
14.987724805949256,0.7910486234584824,2.644146654289216,6,#bc70d1,14,Cocos (Keeling) Islands,MacGyverbury
8.297464422183111,1.0236369582591578,8.229507476557046,10,#cbaed9,10,Bonaire, Sint Eustatius and Saba,Dickistad
12.92253810458351,0.9424964005826041,13.017333916854113,7,#a64c39,35,Armenia,Rockford
10.363955078762956,0.9580914159538224,1.1337860422208905,9,#64863c,13,Montserrat,Mannburgh
14.60249849606771,0.552711893292144,11.704530963674188,10,#6bbadb,9,Uganda,Romaguerachester
14.364982103696093,0.5938820592593401,13.399322679266334,3,#afef9b,18,Ireland,Kshlerinborough
13.290113324299455,1.1537420041160658,2.7807998205535114,1,#cdfe1a,19,Malawi,Jastshire
8.499737059581093,0.6073139828629792,9.052323883399367,7,#4a9aaf,50,Vanuatu,Mannborough
10.726314578903839,1.1535412259632722,3.80019394075498,5,#317cad,42,Brunei Darussalam,Schillerfort
14.092584038851783,0.6857008158927783,13.446780638303608,9,#3fe3dc,32,Palau,Greenhaven
15.3239541699877,0.5587489540688694,10.777600079774857,7,#df792a,30,Cote d'Ivoire,East Keanu
8.094468031893484,1.1111786482622845,6.201760388445109,8,#76e40e,9,San Marino,Lake Arthur
12.772890862077475,0.6075311743887142,12.763264134991914,8,#cda36d,36,Saint Kitts and Nevis,Sterling Heights
8.233316260855645,0.7440189513145015,7.617861643433571,4,#6b741d,14,Saint Lucia,New Shayne
13.28662112657912,0.5107487017987296,12.08761307084933,7,#02d327,5,Gibraltar,Lake Kamilleport
9.069909273646772,0.6320531005505472,14.589434689376503,3,#bf82bc,23,Qatar,North Lilliana
8.758734317496419,0.8175229616230353,2.64998736185953,8,#fd78be,49,Austria,Port Ileneton
13.772118525346741,0.7545881852740421,1.9025800470262766,10,#adcad3,24,Slovenia,Fort Daisy
12.948872326058336,1.091158182732761,12.046250803861767,2,#f49eef,4,British Indian Ocean Territory (Chagos Archipelago),Pleasanton
9.771000560256653,0.5557143015554175,12.730420712847263,10,#c2dc1a,17,China,Trevorstead
14.389177198871039,1.0002376532182096,4.534289025235921,5,#9cd4ec,31,Monaco,Broomfield
11.063994647818618,1.188581221154891,12.56330255838111,2,#2ec200,6,Slovakia,Roobmouth
13.557411767658778,0.9779351357603445,14.120607356540859,1,#73cfa1,38,Netherlands,Nyabury
14.09212341660168,0.5879750633845106,1.180728585459292,3,#cbc4cf,8,Saint Vincent and the Grenadines,Daughertychester
11.852178860688582,0.9861626025289296,10.595665972679853,9,#ec2fbb,36,Malaysia,Lubowitzberg
14.655958223855123,1.1742489580297844,13.250325086060911,1,#929aac,8,Saint Martin,Leoniestad
11.0655722389929,0.585120177292265,6.5008061826229095,1,#c7d4dc,15,Maldives,Olsonchester
13.824699621880427,0.7923622086411342,9.898035024758428,10,#7c4b6c,38,Saint Barthelemy,New Joanie
12.316609068773687,1.0333158706780523,11.525430693291128,4,#abd8a2,26,Kazakhstan,Gainesville
14.248555926722474,0.5127677601762116,2.0367023330181837,2,#b6a934,21,Curacao,Hesselfort
10.555223979870789,0.854066394851543,7.323255450930446,8,#3222ca,1,Uganda,Pourosview
12.346403559902683,1.1510976338293402,2.7225706912577152,10,#f17abf,48,Nepal,West Bertram
14.207898169523105,0.5896271819015965,1.2981728720478714,7,#82cdc1,5,Mali,East Cierra
13.52622755873017,0.6791993795661255,8.082292255014181,7,#8adcda,22,Christmas Island,San Diego
10.674831223557703,0.7366414821939543,5.2014675214886665,6,#47b6ea,7,Indonesia,South Aubreyhaven
12.81359692348633,0.6374265104765072,13.668469910975546,4,#cdeefc,47,Cayman Islands,North Glendaport
8.073252074653283,0.554948928928934,11.47130426671356,5,#eb7dbe,46,Republic of Korea,Cristbury
9.85372494859621,0.6846715855877846,5.684154637157917,5,#da84d7,12,Ethiopia,Lake Sallyton
8.997664970927872,1.016218971298076,12.148565411567688,4,#bdaace,32,Antigua and Barbuda,Vallieshire
14.116710191126913,0.8835968909319489,10.497054433915764,9,#7ccde7,50,Iran,Lake Keegan
9.278810054645874,1.075767774437554,2.426840288564563,5,#87b11d,1,Lithuania,Tallahassee
9.601265147328377,0.9891596651636063,2.308936508372426,2,#0fa71e,30,Madagascar,Midwest City
14.18005856522359,1.0565525544574483,2.168153010774404,2,#ccb37d,22,Namibia,Johnscester
10.44249623559881,0.7062288173940032,1.6619289321824908,8,#dca479,19,Morocco,Port Jairofield
9.909446225618012,0.7602952764136717,6.264040754176676,3,#9a871a,26,Kazakhstan,Guaynabo
13.731954844668508,0.9075615923153236,4.6774516282603145,7,#d5c2de,42,Comoros,Aloha
13.008082716958597,1.1738937269197778,11.242592416703701,9,#784dc5,44,Vanuatu,Leathaland
13.820887420559302,0.8088860792573541,1.1463953172788024,2,#e6a347,19,Uzbekistan,Idellcester
