duration,category,src_bytes,dst_bytes,land,wrong_fragment
50217,,844566168,131932064,1,1.2162088989280164
21902,,1290326883,507271090,1,2.5186186847276986
44866,,904877356,682241990,1,2.3253038646653295
12711,,1371440989,333061730,1,1.6106206700205803
35665,,408099915,472039951,1,1.5746553023345768
9328,,581931089,112000349,1,2.454151096753776
12051,,541715968,815083471,1,1.5349205005913973
27076,,1056010807,1208931346,1,1.1228126734495163
18541,,1111274758,754758613,1,1.152099369559437
40109,,727679359,1030514431,1,2.144521141424775
52888,,1243512293,527207386,1,1.1808232516050339
52201,,113095565,6391626,1,2.9740877086296678
28494,,909984369,1059596760,1,2.4768249727785587
49704,,117630992,489967113,1,1.6633969363756478
57015,,753983648,113661701,1,1.4608621560037136
7936,,855967927,84653732,1,1.680053090211004
43734,,498180267,481671191,1,2.4712486709468067
21229,,197821883,703037956,1,2.9187265587970614
36420,,328519188,1252473608,1,1.567985951434821
44481,,929336460,26995975,1,1.1904301913455129
3964,,150568460,262708147,1,1.493230755906552
34607,,1285059921,1190668104,1,1.0802738410420716
8087,,1350382219,816412979,1,1.2563661839812994
13132,,57993420,960041930,1,2.7691142414696515
4368,,1123266131,136671334,1,2.719572998583317
39235,,334057040,457766769,1,1.0910489684902132
12831,,831858820,877625900,1,2.3034685533493757
34696,,1376801273,981639240,1,2.119186031166464
14330,,141688327,532367345,1,1.2556266281753778
27082,,751027652,696742304,1,2.6135118729434907
1768,,1042558366,475265814,1,2.61877687741071
35990,,25419903,841151886,1,2.337342564482242
37682,,822466260,578382995,1,1.1488338964991271
51819,,255141503,891810127,1,2.131121635902673
7604,,220855066,220147690,1,2.9544078558683395
45723,,297107396,16038578,1,1.1958434213884175
49122,,979743185,851353400,1,1.4935256615281105
15234,,1331873590,483946136,1,1.2875276482664049
15149,,498321027,380598757,1,2.7625333294272423
9901,,1141923299,939816876,1,2.4571026018820703
48517,,801137091,886436295,1,1.3980162325315177
13897,,731986669,15643435,1,1.255076739937067
9766,,631557235,1270240500,1,1.181794201489538
8361,,77112791,838438413,1,2.25218409486115
37416,,785577983,604896352,1,1.6499226186424494
27679,,334059611,400094821,1,1.1617164220660925
45022,,1190935823,404102253,1,2.547529076691717
2970,,449214382,1203132533,1,2.2413963391445577
1915,,418246896,219898881,1,2.289591615088284
11578,,780274031,225034493,1,1.0362803437747061
26529,,1186153514,881090595,1,1.6651347787119448
53837,,451512013,579270171,1,1.9884286471642554
54417,,1351997520,525146117,1,2.1606806367635727
26341,,162863257,661021291,1,2.86599138751626
18348,,195757546,837098820,1,2.511372503824532
169,,404461154,283341094,1,2.630552322138101
20643,,1055571979,1296092421,1,2.355551560409367
30832,,715595339,801485747,1,1.592422773130238
54516,,474339119,424519038,1,1.1671730610542
57239,,1181952792,129463622,1,1.0863046227023005
23171,,207235063,307487214,1,2.3907792610116303
14357,,1184483669,1020424134,1,2.753510968759656
40599,,1293369728,319923897,1,1.124297980684787
42217,,258155163,846084194,1,2.9694414087571204
31710,,642877237,743143447,1,2.201897137798369
47511,,1138269783,617325500,1,1.9397786492481828
30356,,278076573,525902988,1,1.6445599212311208
44414,,1123589612,623097062,1,2.5130849573761225
57032,,19787007,1270101939,1,1.7326797163113952
14806,,1264824153,1143248195,1,1.7358545218594372
53293,,945671804,1303795417,1,2.0745628983713686
47875,,445533690,923041839,1,1.197133257985115
7560,,539915229,159033351,1,1.3081554658710957
51510,,968699136,206454691,1,2.6942773736082017
5368,,814444620,1040141661,1,1.652149428613484
50383,,557670617,997999290,1,1.3237381223589182
37981,,908760966,914385465,1,1.744409590959549
12139,,1191180036,227735266,1,2.115597817581147
35159,,891963443,80750374,1,2.259014514274895
36354,,283559286,285549718,1,2.2952011562883854
11131,,678754626,16401487,1,2.6851950120180845
44175,,745881502,882220297,1,2.9323306949809194
44030,,758013091,893287462,1,2.2919612764380872
34492,,838938039,595793691,1,2.560222438070923
30388,,939285607,529191372,1,2.4857446220703423
30076,,302155189,1257931148,1,1.0370062543079257
34449,,376552262,571182565,1,2.633771042805165
29114,,17853563,1049562944,1,1.639326992444694
45845,,235503155,459494897,1,1.9623186131939292
56469,,1266330539,11792414,1,2.9058165214955807
29306,,511151441,608907414,1,2.2587932418100536
43355,,190928292,68659470,1,1.337410531938076
11473,,573769154,1182156935,1,2.814033298753202
31735,,411863274,600346855,1,2.8689491539262235
44094,,1045481111,1053687678,1,2.770584867335856
16953,,743749623,308503247,1,2.7519522891379893
52401,,1043969384,191896116,1,2.6759898643940687
36653,,704959225,1287804729,1,1.7221280792728066
37535,,888980693,465257719,1,2.1544569968245924
2615,,89813711,1236402814,1,2.67812620382756
30644,,56026682,700367375,1,2.0682839388027787
32401,,526848711,526342719,1,2.6473646298982203
1228,,7867570,1158545057,1,2.966561180073768
22606,,1017467861,1199793808,1,1.0378454909659922
42059,,3710924,783674368,1,2.8231087513267994
16583,,1023751261,195536073,1,1.964456718415022
6838,,1312659074,1126455138,1,1.5612364811822772
26772,,411292504,296469084,1,1.790280376560986
25861,,851628158,903413756,1,2.4924140623770654
9668,,1135915634,1153476777,1,1.1249615806154907
7319,,747673848,304630501,1,1.9978014002554119
46314,,1252126687,741129601,1,1.2795364819467068
10470,,1116896034,1038366248,1,1.7070128316991031
24258,,841881667,877424038,1,1.7704590894281864
11585,,909879174,687071656,1,2.989476797170937
43312,,648552719,1150309799,1,1.481000886298716
30056,,593188435,641847161,1,2.553337264806032
2242,,899183554,888180875,1,2.6278427438810468
1013,,1063965315,1220469855,1,2.185257911682129
28580,,795283804,415411192,1,1.661094520241022
18404,,942336724,779383521,1,2.901707336306572
54279,,595079349,1005743423,1,2.970408027525991
34631,,422396727,545799882,1,1.595946035347879
54589,,1240741189,1279556439,1,2.1906382287852466
6155,,850056434,400045857,1,2.6400237143971026
13598,,1323992507,1016352578,1,2.245618612971157
54208,,290037557,172823409,1,2.9815912204794586
20388,,51134388,1238742273,1,1.5071114655584097
54449,,337484907,390090150,1,1.5268400157801807
24798,,515203430,45885690,1,1.5277095376513898
42908,,519671766,662190030,1,1.5976512730121613
2109,,122180780,1272933929,1,2.385521919466555
39771,,1358904044,49988664,1,2.0695895543321967
42247,,1280537269,507232119,1,1.5983285098336637
15199,,1350853704,1294316420,1,2.3805494937114418
52694,,575723294,614064136,1,1.766407544258982
36136,,443585733,1147114533,1,1.6438294076360762
33517,,316853939,1090588691,1,1.24999276176095
57585,,92164997,458898673,1,2.66522134328261
36986,,954360373,933084627,1,1.4610835532657802
3,,484056312,1095012006,1,1.4777813432738185
34199,,900572934,449835300,1,1.0069318022578955
43282,,1372452519,754933260,1,1.2225792543031275
17835,,35987273,451314814,1,1.1861462178640068
55121,,1028404378,382842822,1,2.2644935469143093
29936,,572306334,433826759,1,2.94266390055418
28468,,279355874,738860029,1,1.6411426072008908
41248,,338439262,1137738514,1,1.894392239395529
15057,,1239212900,1247156349,1,2.312552569899708
28436,,633193421,248344050,1,2.6694614300504327
33987,,570464972,706116272,1,2.1224253494292498
47799,,200425766,1213795792,1,1.7830474353395402
23359,,1014284948,341958391,1,1.2750700833275914
5175,,972038455,641078883,1,2.7778675742447376
55753,,219860455,15040768,1,2.3630912522785366
45080,,576937908,1013922803,1,1.434564879629761
22863,,1329447198,361447583,1,1.704185209237039
10476,,1093288561,12978855,1,2.514573643915355
36860,,1181895520,554044937,1,2.5299963047727942
56535,,461960085,867159031,1,2.0105939898639917
6666,,1143341800,994581483,1,1.6443593972362578
15597,,840478076,1141761952,1,1.7516362573951483
30543,,1178075267,74294233,1,2.058027070015669
31606,,1240900296,1289238152,1,1.8354113730601966
2034,,1374273506,21392579,1,1.5164419068023562
56305,,1207628408,122542542,1,2.722407354041934
56571,,93319562,1127248445,1,1.3015633709728718
13740,,121437070,577761896,1,2.426602441817522
33265,,262727663,135848305,1,2.6656528231687844
13712,,780036165,892862125,1,1.4074922208674252
44938,,128950951,1284435217,1,2.7819823953323066
55184,,903048828,243225897,1,1.918618771713227
16202,,263551235,252093062,1,1.8618436534889042
8880,,734265924,742471761,1,1.4477166458964348
24413,,800036006,1240686821,1,2.099196913652122
17734,,64155075,262592953,1,2.2748867622576654
45907,,1333957925,772070286,1,1.2804729440249503
48847,,488507469,1094192340,1,2.659749062266201
11411,,460647596,552264559,1,1.0038329255767167
44246,,321723853,1184057748,1,1.366132480558008
19889,,795121446,1148370,1,1.9990312266163528
15029,,870615981,116930082,1,1.8320542913861573
42198,,511446051,70593812,1,1.387517984956503
22,,813408669,837035546,1,2.3448964790441096
44154,,422364415,78323730,1,2.2235664525069296
6185,,446764738,272899814,1,2.3502502306364477
7064,,780197296,623453613,1,1.4915690617635846
32328,,1106639223,481808594,1,1.5265055801719427
20009,,654141136,802435822,1,2.835218909662217
44061,,1284319236,836098149,1,1.1382373846136034
48607,,753518652,311587399,1,1.5102565824054182
36904,,82429450,450292080,1,1.1081335693597794
32161,,1077506201,24778264,1,2.962617000564933
51401,,9100470,427473008,1,1.6748734880238771
12498,,1305858244,963468126,1,1.1215834352187812
39744,,1296657243,1088288387,1,1.957229563035071
23460,,420041,872837818,1,2.2413197299465537
21613,,1117740429,822646508,1,1.336714934092015
56048,,690257465,770743808,1,1.6077826516702771
38324,,773405754,515891613,1,2.718371562194079
38717,,120728031,237093874,1,1.8559782369993627
28297,,311485939,635649508,1,1.292551241349429
6325,,683808755,790228376,1,2.457193434238434
42941,,815576461,816629902,1,2.534528217278421
9400,,1207079200,340770454,1,2.30750318383798
45812,,40342946,444076362,1,1.637515900656581
16777,,735277643,38378292,1,1.1604862767271698
45151,,104986305,1140571632,1,2.748574981931597
48277,,642796185,773961187,1,2.153072635177523
885,,23748536,1172345379,1,1.3223279560916126
52895,,566018609,912457060,1,2.2545536225661635
44837,,854101047,778138905,1,1.6704535908065736
10805,,125952655,161281619,1,1.324596012942493
13494,,335733802,660606868,1,1.4292547423392534
30489,,174667807,327811453,1,1.1430379608646035
31912,,733811993,1073883508,1,1.5804706295020878
16889,,827248195,1304628011,1,1.5314467498101294
27092,,762656386,1019875106,1,2.191718257497996
16303,,1274400602,606837065,1,1.9038508674129844
54311,,288445658,511537440,1,1.3214147021062672
10318,,365953511,170372444,1,2.5040048267692327
27511,,453103736,597077919,1,1.3782031810842454
57172,,923050870,418319217,1,2.742442308925092
16013,,1332757510,338095391,1,2.018976047169417
22156,,595450609,825501396,1,1.4056732230819762
8298,,715397128,1036199782,1,1.534751680213958
57906,,1358115706,957270970,1,2.781268031336367
16096,,576916004,124594207,1,1.7484018788672984
53258,,515767804,1093212649,1,1.0019379858858883
30817,,272120168,64257578,1,2.241466582287103
39235,,808818551,113863098,1,2.642173911444843
19368,,992046957,1074884595,1,1.4667638624086976
49701,,1361668556,966132644,1,2.5740743428468704
53924,,691305841,602276564,1,1.0186302959918976
30210,,783895873,614819733,1,1.468579361680895
14920,,518372797,401374386,1,1.3443972812965512
56557,,746411887,796624020,1,2.8039549621753395
32735,,301965657,935008463,1,1.9266247381456196
5366,,584135671,1021769089,1,2.0461929347366095
33880,,769399014,319227118,1,1.1880706585943699
57049,,469581696,1235697834,1,1.5571199315600097
47501,,657242589,794767389,1,1.3179346793331206
14502,,857710415,670109510,1,2.717134265229106
9158,,169775836,787423130,1,2.179617744870484
35101,,310415834,987518999,1,2.600894601084292
17157,,859161986,735522039,1,1.3809276651591063
45387,,461205829,861937017,1,2.099250347353518
9659,,955686829,605257522,1,2.9334103199653327
27339,,75547959,312339692,1,1.9321203026920557
35107,,1039192784,608938283,1,2.3267877073958516
43097,,236770726,930825625,1,1.30214210646227
56264,,195963320,55407144,1,1.7023830455727875
9144,,1250008064,296622742,1,1.463500453159213
24354,,893146169,1158365515,1,2.5381591520272195
13697,,1299157738,276921355,1,2.055943137500435
6227,,746781361,345570191,1,1.3445315635763109
99,,228534572,394321790,1,2.7480738246813416
35712,,1287596203,834921958,1,2.105688501149416
37743,,186125950,357573274,1,1.4489054479636252
23078,,581969089,104960117,1,2.6688032215461135
54411,,309526158,33549850,1,2.23033408774063
32373,,640756716,439126130,1,1.1146875931881368
27141,,289301357,1300279111,1,2.3350271144881845
34813,,21282794,201770825,1,1.208609804045409
56287,,779692955,964756741,1,1.4707019100897014
32352,,117795890,9165298,1,2.935331641230732
31893,,1180459032,772424577,1,2.1988180484622717
31084,,1291658139,1104592862,1,1.9650022694841027
27563,,1332138196,405651015,1,1.1812977534718812
8942,,375139743,1011392384,1,1.6272910311818123
52234,,1039417044,1120166002,1,1.9843394714407623
11687,,1048448805,626691836,1,1.5541740083135664
40931,,241976465,1292672424,1,1.2319182441569865
16649,,120095696,95027488,1,1.7294864263385534
24532,,66375556,154902614,1,1.1954160574823618
44054,,283460270,770949617,1,1.6251105275005102
23868,,414064859,710935270,1,1.4082216792739928
37424,,676010829,1097332784,1,2.1410840041935444
51082,,1116054401,266118276,1,2.408477293793112
43417,,556120299,73347451,1,2.8019007118418813
984,,1195161433,566797944,1,2.9823871590197086
9612,,1009737911,399809255,1,2.099404262844473
7002,,751960335,920726965,1,2.4691279376856983
17650,,485493720,341210963,1,1.355889352504164
53456,,400098279,789304974,1,2.2897991207428277
30544,,997384351,97134699,1,2.5557878180406988
17746,,762274577,430997926,1,2.1211740537546575
16763,,588657275,635546004,1,1.7868930832482874
32003,,266919541,147462325,1,2.044777898583561
12245,,371937400,496133084,1,2.5905159511603415
33248,,224465782,557414990,1,1.3050237819552422
3435,,1197501695,1152257371,1,1.087647923734039
19164,,1267236817,749566374,1,1.1236688122153282
36270,,1095554033,22126584,1,1.99334830744192
40284,,456953073,970334595,1,1.5362227521836758
19932,,540893998,699690266,1,1.8082313644699752
22308,,1197011945,958988125,1,2.4381159897893667
48597,,314389661,179831308,1,1.8872898244298995
26074,,578473370,730898571,1,2.0281310128048062
55966,,726707605,14688691,1,1.5372483623214066
36855,,716746800,517354141,1,2.0462615243159235
36067,,626660444,720229411,1,2.1646410189568996
26802,,1120920307,91210868,1,1.0235746293328702
30568,,167142369,1196569676,1,1.2451188433915377
7847,,1143781064,616352610,1,2.190021454822272
18464,,1029817727,439355681,1,1.5872950991615653
48988,,731898652,1173204305,1,1.2511562211439013
38072,,549816580,223569130,1,2.0877535520121455
45284,,940850618,1212884376,1,2.8128439197316766
44958,,703581110,876070566,1,1.8893622695468366
45358,,528518124,1191145225,1,2.902574075385928
42771,,839134891,640349060,1,2.9979873476549983
48199,,1355354790,432307622,1,1.9395635481923819
46411,,821339137,313015229,1,2.347018256317824
16044,,406555925,776456805,1,1.249629566911608
27819,,625748351,630184251,1,2.9558780887164176
13480,,1071813139,1158036609,1,1.686074654571712
42803,,111750513,442160696,1,2.3800185034051538
54793,,639392090,651989090,1,2.9077166100032628
27925,,761582704,481841434,1,2.2433021385222673
14060,,369541582,1223166949,1,1.1965390923433006
14249,,382958584,983443106,1,2.390053022187203
31273,,511503471,307027899,1,2.134770665783435
10714,,1211716734,1237318873,1,2.9381379410624504
32791,,755765216,1182822642,1,2.4412731579504907
51728,,1379321674,1043801221,1,2.514363407623023
4441,,1016469563,1090372751,1,2.050502269063145
29335,,136798463,1129643289,1,2.473390362225473
49062,,219228136,186688441,1,1.060771078336984
53575,,237560097,468154651,1,2.282725182361901
46293,,1197170186,1070787696,1,2.1192978057079017
1816,,225728669,428132470,1,1.2152370158582926
4112,,1303992498,336565772,1,2.377914641518146
48803,,1276452390,471107264,1,2.014645549468696
14541,,102207582,1171644038,1,1.962844789493829
10600,,43817421,1113747103,1,2.6778920530341566
23624,,468794752,67313754,1,2.9381786207668483
2678,,312547826,1117956298,1,1.416059894952923
16999,,631230987,1167394086,1,1.015629022847861
48567,,512242706,760634720,1,2.3076714277267456
55846,,358266062,1262587579,1,1.5478380834683776
23861,,152360768,870989573,1,2.2859281077980995
56699,,196575909,935234978,1,1.8597190589644015
28156,,576697627,13276363,1,1.7252480038441718
42592,,372402507,695823927,1,1.001187919639051
28679,,1261115052,397067240,1,1.2684767651371658
34354,,800167127,969324779,1,1.1177705503068864
43121,,1032247393,370453895,1,1.1588664492592216
28533,,294993675,49340097,1,2.489704824052751
40702,,433088927,610364746,1,2.318321897648275
29525,,928618043,981095540,1,2.0742670563049614
12225,,932449262,975782499,1,1.8397310180589557
9915,,367196439,872345400,1,1.9459473066963255
49757,,447086454,1151374761,1,1.3172503346577287
28702,,735475397,390742199,1,1.1853254474699497
28853,,526881261,29072519,1,2.485891543328762
50777,,399160639,91307434,1,2.6054995004087687
26486,,1086985927,392343659,1,2.3707924084737897
44759,,422025300,1065972136,1,2.1736889462918043
14830,,725791245,726786421,1,1.8667273535393178
24181,,1216758033,60466451,1,1.3561839470639825
10721,,832335826,493335323,1,1.9643231853842735
22303,,541999905,334274387,1,1.216695064213127
35118,,1115883206,956691026,1,2.0599603159353137
3222,,1088065648,971811090,1,1.0773594751954079
40511,,254564036,40069361,1,2.5563186439685524
37697,,1042687601,53284670,1,2.552388203330338
28718,,636771520,1062955195,1,1.1308858478441834
9707,,456837559,1168046269,1,2.421757628209889
5193,,155627680,209903982,1,2.0095612658187747
7337,,1174631972,1240679748,1,2.7339649186469615
27144,,195965000,617383871,1,2.64810455404222
48474,,529571209,889155023,1,1.1961220633238554
52192,,156764541,905999047,1,2.9278605789877474
11217,,838697560,494848168,1,2.7754528569057584
58003,,253031090,859679781,1,1.316642839461565
2867,,1182549662,858811615,1,1.372338680550456
12754,,1126382679,903812152,1,1.0726806847378612
5158,,417642279,431389994,1,1.6183389811776578
4469,,593125145,462082573,1,1.7466465244069695
15865,,581987397,845274566,1,2.179458157159388
39106,,211247980,1143123455,1,1.9981437395326793
37039,,592527289,717234736,1,2.445513625163585
57083,,356038577,1250497756,1,1.4559606700204313
2860,,726211879,810526358,1,2.7748429058119655
30588,,134065248,245435679,1,1.4395627765916288
21591,,42203637,780225957,1,2.997545306570828
47927,,1245842036,1248675869,1,1.1363967852666974
13782,,258134802,1201768929,1,2.2484046327881515
37538,,427858056,487856522,1,1.9282739856280386
38206,,1335912125,460102171,1,2.0830073277466
21730,,1043423332,658968387,1,1.1880567921325564
19171,,773523794,928644925,1,1.304021661169827
44560,,60667451,1047310185,1,1.4075501910410821
38031,,907168168,1275539445,1,2.3221061606891453
21584,,1333076357,1154670384,1,1.6638164124451578
14831,,1286262721,81725227,1,2.214170365128666
33974,,274771370,311432669,1,1.3386740051209927
20901,,1038788948,916416849,1,2.760706765111536
32532,,1267802106,134418116,1,2.489183788653463
57081,,345249549,532959969,1,2.594910839572549
37318,,193586239,153484163,1,2.56908120540902
5646,,1194389370,68360400,1,1.0031171776354313
7181,,212697066,159348527,1,1.5838560932315886
43738,,1370608326,79764467,1,2.347084572073072
18508,,1188045503,597123262,1,2.3007932365871966
43556,,890723550,338065681,1,2.32220591371879
22047,,1245992902,73109973,1,2.030375197529793
27568,,611380277,572821575,1,1.3964764988049865
49147,,125097454,305129172,1,2.295291371177882
7275,,1075622143,1235382991,1,1.4123063744045794
35899,,1365375568,1115953173,1,1.3753339927643538
33441,,566023466,888142455,1,1.2816901430487633
32993,,1137687630,1265273014,1,2.0612378492951393
26213,,44768470,459658454,1,2.5564077752642334
6652,,1307753956,588197553,1,2.80990466568619
49789,,771084154,782680625,1,1.449931440409273
35411,,810065524,76424450,1,2.1028698477894068
42379,,413388619,398713738,1,1.5486971591599286
24546,,279210625,906241093,1,1.9462398458272219
30270,,1375273949,129066433,1,1.3292725048959255
7768,,549962938,890252283,1,1.5593261951580644
24634,,166127008,852570519,1,1.812891514506191
115,,687112734,1090794862,1,1.7539295759052038
21255,,592276975,1035772035,1,2.562320698518306
56989,,1273639719,1121282540,1,2.0283922143280506
48691,,1001838372,1099418818,1,2.525095692370087
47801,,528604006,999290125,1,1.8290053089149296
56526,,916188659,268046290,1,1.1200080388225615
18687,,467678897,1219976966,1,2.416707115713507
32688,,1085542614,2543964,1,2.837071348913014
9940,,22935471,427094828,1,2.457022158894688
15464,,896348297,727834726,1,1.2173271803185344
51683,,852298954,377904881,1,2.2293196483515203
3180,,5306438,1256909477,1,1.4370303489267826
1068,,335426364,1185140357,1,2.3467399547807872
26427,,1166890082,371540594,1,1.8470943234860897
55112,,1251649235,1276421208,1,1.8420407236553729
30558,,433127386,1157981704,1,1.8834282187744975
14340,,1020273688,157207863,1,1.2664969791658223
20318,,937539306,852130020,1,2.314914715010673
4263,,694917312,1237309438,1,2.6719890041276813
16468,,169114307,1033083980,1,2.22051392076537
8454,,389901449,683910985,1,1.2260411716997623
26445,,523440720,851623597,1,1.0326096168719232
53750,,688123445,253378984,1,1.465029853861779
34536,,1087439017,307129280,1,2.2999070729129016
23003,,1075591192,1216456161,1,1.997234352864325
2019,,723709892,902318567,1,1.034387182444334
17327,,646219390,95787246,1,1.6192859336733818
7543,,193003762,1150343557,1,2.090932042337954
38403,,100151724,999830631,1,2.0175531995482743
34094,,742739007,790297355,1,2.7921911776065826
42288,,170231317,709924868,1,1.7853225907310843
35955,,1237625043,1220997217,1,2.7909972267225385
5329,,226479515,1231693953,1,2.6557530774734914
6203,,1230573745,411345803,1,2.828290831297636
29147,,1304309147,469279376,1,1.9459447753615677
7775,,404081553,988764170,1,1.562680909410119
11680,,177300366,162966016,1,2.558905878569931
36772,,1190639722,373361496,1,1.0832657287828624
55482,,581695000,979008227,1,1.4131165533326566
43674,,1372885838,71594580,1,2.5058668609708548
22153,,786083628,39258851,1,2.108145747333765
50142,,175437313,250316990,1,2.210419414099306
23317,,614931207,1008724017,1,2.903614147566259
25090,,1324029005,53787037,1,2.714410970453173
57836,,1378240836,1090367355,1,2.358725140336901
28728,,371692890,885587688,1,2.407816782128066
25282,,640882761,402530637,1,2.1873281225562096
37093,,579790211,133575481,1,2.1792320697568357
17313,,1335811076,119300847,1,2.3901483826339245
50786,,202007366,510405644,1,2.6494601173326373
8257,,500967726,964692161,1,2.634419083595276
10908,,1015376496,10708111,1,2.913502815645188
23491,,446238494,602053440,1,1.1258863303810358
42190,,1339454163,1166760751,1,1.6752034975215793
54671,,663615963,928319820,1,1.782475529704243
24952,,298578678,203117264,1,1.4693639143370092
51845,,898311647,891186654,1,1.9765957496128976
313,,119043450,1111384640,1,1.8677771142683923
46687,,800977305,810329637,1,1.3954383647069335
35890,,621974264,696767233,1,1.6107812724076211
24538,,645083943,1240739463,1,2.678041071165353
27956,,988930493,58227740,1,2.755406530108303
39083,,1148894140,584193593,1,2.8006435921415687
16125,,825795163,937173412,1,1.6113004391081631
27348,,135720469,660600290,1,2.1241805753670633
3105,,1331280163,1274455260,1,1.1101995231583714
50328,,473607341,1075780433,1,1.3972039865329862
7558,,847145056,420149797,1,2.8641418907791376
21680,,1225939337,546718686,1,2.770658847875893
17305,,539072664,1289570900,1,1.1969312718138099
45484,,1223345899,994325233,1,2.443141106981784
24959,,1277496350,1274387481,1,1.6619430971331894
36773,,346598273,707197960,1,1.6343524772673845
22430,,501563837,1200744466,1,2.3170563974417746
17270,,564123946,833926436,1,1.2544244891032577
16218,,708078661,293638775,1,1.6631039418280125
55684,,747362510,1271113780,1,2.6528099570423365
24064,,111878441,525551853,1,2.11578484531492
4295,,1054938381,653525463,1,1.987741812132299
11414,,182288705,812650838,1,1.6446097325533628
17714,,367803231,499622916,1,1.1375866546295583
2144,,588952488,1208902185,1,1.5388082088902593
49529,,65221237,655928390,1,2.524225626606494
43754,,935730238,430777527,1,1.475419856607914
16901,,110910848,85597673,1,2.8235725215636194
33155,,1311933368,672980379,1,2.0540386219508946
36267,,98580266,445844328,1,1.393826232291758
33251,,424003696,914285627,1,2.5183028783649206
57830,,972433583,995714745,1,2.028125593904406
