house_id,square_feet,year_built,bedrooms,bathrooms,house_price,city_name,country_name
4866,5381,1926,6,10,844767.3875954933,Lake Kolby,Costa Rica
9411,6362,1973,6,2,4505262.973892968,Mattburgh,Dominica
7067,2826,1963,3,8,4845083.418709692,North Mariannaberg,Romania
9218,7602,1953,1,2,4849365.369579755,Rowehaven,Slovenia
5626,2855,1917,7,3,2982234.920503106,Marcellacester,Virgin Islands, British
9942,3592,1927,9,9,4544116.3925337605,Sylviafort,Jersey
3414,4489,1981,8,2,4150908.2088130526,Hauckstad,Kenya
9612,8278,1985,10,7,3109001.204476226,Fort Kaylinside,Timor-Leste
8248,2672,1960,6,6,2287382.0314300247,Barrowsboro,Bolivia
8301,8404,2004,6,7,525241.3262845948,Encinitas,Hungary
6160,3323,1945,4,8,1932312.2838279232,Vallejo,Guinea-Bissau
6538,8473,2013,9,6,2534958.16658251,Lake Ada,Palau
1935,9402,1946,10,1,2332999.1527600214,New Rowenafield,Comoros
1895,8587,1944,1,10,4443585.180398077,Sanford,Slovakia
1386,747,1910,6,9,1558804.3569237925,Turnerstead,Samoa
9756,4567,2018,9,5,969217.5299162045,West Hayleeberg,Tunisia
2086,1320,1949,8,6,3029205.6887061335,Fort Baronview,Taiwan
7291,6388,2006,1,10,2569949.394091964,Fort Traceburgh,Azerbaijan
9295,9203,1966,9,2,1019664.0209644102,Lindgrenborough,Equatorial Guinea
2866,8928,1929,2,10,2565931.211656425,Weissnatview,Panama
8407,1082,1947,6,1,2160181.726538576,Tacoma,Trinidad and Tobago
512,8835,1997,8,1,703650.3254552372,Ames,Nicaragua
8178,8423,1907,9,8,4173098.1121538207,Corpus Christi,Seychelles
6580,9380,1950,4,8,1219518.0482580326,Norwoodhaven,Mali
3520,3287,1982,9,3,2248389.315616805,Krystinacester,Uruguay
8561,8266,1925,2,4,2335736.0211084597,Gloverburgh,Brunei Darussalam
541,2388,1994,8,1,1701296.9037285075,Rudyworth,Kenya
7604,5995,1944,8,2,387235.99383374676,South Beulahtown,Monaco
8252,9818,1926,9,9,1467753.4708054736,Lednershire,Sweden
4033,6546,1911,10,1,4877344.828937203,South Karelle,Afghanistan
2469,1459,1986,2,7,1002636.3511569798,Fort Carmelahaven,Wallis and Futuna
4344,4991,1976,5,7,4769835.730188061,Wauwatosa,Serbia
7512,2244,1924,5,2,3239629.5816171914,Niagara Falls,Kenya
8577,6772,1919,9,9,4143800.1771224663,Harrisshire,Cote d'Ivoire
3977,4372,1927,8,10,735635.3587703779,Port Prudence,Denmark
2813,841,2020,8,2,2457663.3464661427,Weissnatfield,Turkmenistan
423,2077,1927,8,8,3768476.7020167783,Boehmside,Norfolk Island
3761,3185,1925,8,4,3182153.7881041877,Wizatown,Isle of Man
9941,5253,1952,6,6,857886.8614626117,Lake Lura,Cambodia
4597,9831,1966,8,7,3078883.048775606,Lake Oranstad,Burkina Faso
2310,5172,2005,5,10,151221.02841269225,Manteca,Albania
3388,6912,2023,8,6,238251.6299141571,Keelingfield,Maldives
2605,1316,1975,10,2,4083378.810377326,Gottliebstad,Saint Lucia
8622,5792,2014,1,4,911710.2832067758,Bruenton,Equatorial Guinea
8485,4387,2007,1,6,3348217.6479767077,Youngstown,New Zealand
7807,3061,1986,10,3,1351103.8445169106,Lake Alf,Ecuador
2322,1600,1962,1,4,3873433.238628786,Howellmouth,Bosnia and Herzegovina
8282,7031,2009,6,6,266438.2520946674,New Ravenville,Tuvalu
6406,5004,1916,3,1,1668039.5920178853,Prohaskaburgh,British Indian Ocean Territory (Chagos Archipelago)
1893,4095,1981,10,3,3751606.53560888,Douglasbury,Iran
397,4748,1999,4,2,1621033.470518887,South Mariefield,Georgia
2197,3134,1976,6,6,4797728.219861165,Port Justinaworth,Mayotte
9665,7759,1940,5,2,3027748.6258069985,New Fernandofort,Saint Barthelemy
2502,8874,1974,5,2,2823077.142308466,Gleichnerstead,Australia
2760,3139,2020,2,2,383153.22579583153,New Daniela,Hungary
402,2121,1955,2,1,2060811.1582114361,Aylinfort,Guinea
9844,2304,1963,5,8,4666846.465331037,Kochfurt,Saint Helena
3670,7366,1983,5,3,3744669.40065613,Annestead,Ecuador
3841,4074,1970,3,5,2932825.746445451,Little Rock,Timor-Leste
653,5369,1941,3,9,1338424.0434854291,Hazelcester,Panama
6291,1973,1979,8,3,2470845.091692172,Port Milan,Palestine
930,8238,1913,4,7,3254032.187082339,Ashburn,Macao
2202,9495,1926,5,1,2688341.6895056143,Rio Rancho,Kenya
7035,2289,2001,8,4,2139192.1422211453,Fort Brielle,Ethiopia
2875,4278,1991,7,10,3774959.229887463,New Guiseppetown,Guyana
919,9599,2007,5,1,1517846.756207291,Fisherfort,Belize
2697,7553,2011,10,8,4306730.7876073755,Neldafort,Ireland
9327,8654,1974,1,7,3997887.7939167432,Sugar Land,Seychelles
5491,8271,2001,9,10,3895484.684978146,Port Karl,Dominica
3468,6503,2018,7,5,4235306.02529645,Stoltenbergfurt,Germany
9632,5111,1986,7,9,3347936.499665957,Hartford,Sint Maarten
7140,3337,1945,8,5,4383867.962565273,Fort Deontae,Hungary
6438,2084,1960,1,4,2975278.8532408886,Philadelphia,Heard Island and McDonald Islands
8970,8681,2000,3,4,3588693.0422275327,New Katelynnville,Hungary
9267,9804,1945,1,8,2243912.5487813726,Jocester,Moldova
2961,3398,1926,3,8,3570289.0579472296,Gisselleland,Guyana
5662,9455,2021,8,2,4216285.398858599,West Isabelle,Ukraine
3728,2450,1982,9,2,3308467.9993684404,Kohlerworth,Guernsey
6075,8158,1941,2,2,200440.85402041674,Rolfsonfield,Cote d'Ivoire
6984,779,1998,2,1,64858.132251538336,Sunrise,Cuba
6553,7014,1901,2,4,1532885.5746309273,Trantowborough,Kazakhstan
5709,7856,1992,3,8,2558732.2951992974,Jacobiburgh,Marshall Islands
4092,8185,2016,4,10,363683.37450549006,Willmsboro,Cuba
4019,8090,1945,4,5,2310676.165437326,Cedar Rapids,Maldives
5132,4883,1956,10,8,4955957.139329985,Kochcester,Jordan
9179,3590,1982,8,3,4163454.52478854,Derrickborough,Samoa
9361,4784,1937,8,5,3204100.433108397,Watsicaport,Cuba
9118,6140,1994,6,3,2531681.0722113587,Rogahnville,Curacao
5561,7739,2001,2,7,1875468.859646935,South Edwina,Turkey
4479,7213,2023,1,9,239320.75853226706,Homenickburgh,Togo
7024,8579,2005,1,9,4980983.785376884,Chula Vista,Kiribati
7954,9204,1956,8,2,286039.03447510675,South Zettahaven,Angola
4085,9230,1932,3,3,3093483.910453506,Fort Thelmaside,Serbia
9681,4625,2009,9,10,3230839.4994586706,Ziemefort,Andorra
533,4808,1920,4,4,3567288.3301158436,Jordanefurt,Isle of Man
5671,4678,1950,2,7,4150423.2203704305,Schadenstad,Bermuda
9750,4561,1955,6,9,3588115.752581507,New Emersonchester,Sweden
9626,6128,1977,3,7,185570.05681796,Gerdaworth,Gibraltar
1361,9477,2002,4,3,2099407.0953689516,Cartwrightborough,Northern Mariana Islands
5357,4042,1991,5,10,3271386.5559198894,Waterbury,Gabon
6087,2981,1992,8,3,2798858.88294084,Blaine,Costa Rica
9055,3603,1949,5,5,4477158.624911681,Catalina Foothills,Bulgaria
8882,9408,1976,6,3,1689762.5218261965,Carolview,Chile
6978,3908,2018,1,7,565005.760465283,Heidenreichworth,Ecuador
1464,1351,1908,6,7,1794699.2214070633,West Maverick,Ukraine
5480,9608,1977,2,2,1750366.4567950182,South Syblebury,Tokelau
7068,8645,1937,10,10,4228405.928611755,Wolfburgh,Haiti
4928,9538,1919,2,9,1749229.0522321127,Terre Haute,Pakistan
3295,4954,1924,5,7,2754285.539581906,Beershire,Falkland Islands (Malvinas)
3966,2550,1903,3,4,4312535.078485962,Jaleelmouth,Greece
9929,1729,1959,2,10,2593427.7766849846,East Isaacchester,Kuwait
2108,3001,1907,6,6,2608804.539195262,Adellboro,Sierra Leone
9070,7533,1989,7,6,4978796.856419649,Port Ismaelside,United States Minor Outlying Islands
2079,5673,1941,2,3,2758337.8236857243,Jazmynside,Namibia
7071,6737,1996,1,7,1414973.8673702814,Cassandratown,Lebanon
6997,1266,2022,5,9,4228054.361836985,New Goldenworth,Suriname
7431,7920,1985,1,1,2836337.568354793,Costa Mesa,Guinea-Bissau
4111,3505,2022,7,2,4222922.917653341,North Eliseo,Rwanda
533,3850,1907,5,9,2012791.2966534495,Bayamon,Saint Vincent and the Grenadines
6249,5431,1928,10,10,479957.6058401726,North Rosaleehaven,Democratic Republic of the Congo
5768,5685,1958,10,10,608191.8358802795,Labadieside,Cyprus
4476,4091,1982,10,4,586330.3499645554,Sanford,Mauritius
4646,6744,2019,9,10,2776085.341919679,East Patsy,Mali
1049,7805,2010,1,10,330450.00737765804,Runolfssonside,Antigua and Barbuda
4058,5103,1900,1,4,2077084.5356280915,Haverhill,Sweden
6936,8681,2022,9,5,974416.3729832508,South Anaisburgh,Iran
9681,1583,2004,4,2,2926360.929221846,Abbymouth,Russian Federation
6912,2585,1933,4,8,223904.25165649503,Baumbachboro,Anguilla
4628,4182,1911,4,7,2034991.8353720568,Fort Joanville,Cook Islands
2311,4409,1915,10,9,4892755.04425168,Langchester,Finland
3485,5830,1920,9,10,3706744.325568434,Alvashire,Comoros
5443,660,1940,9,8,4462122.239440214,Milwaukee,Saint Vincent and the Grenadines
8964,1753,2020,1,8,3405033.0903264694,Rosenbaumboro,Saint Barthelemy
3544,3065,1980,4,8,1318309.9704328924,West Charles,Cambodia
958,5794,1912,6,9,511442.2554615885,New Britain,Guam
4027,3953,1988,9,6,3947464.104159735,East Zella,Tonga
2261,7373,1967,9,5,3932819.894212298,Laurianetown,Jordan
3816,8675,1970,9,9,4212652.741954662,West Guiseppe,Dominican Republic
764,3963,2017,9,9,93476.25941736624,Aishaland,Gabon
9783,5160,1976,1,6,4320906.394370832,Lake Alvah,Falkland Islands (Malvinas)
9879,1409,1928,4,5,3549048.602953553,West Lafayette,Falkland Islands (Malvinas)
3526,1230,1992,5,9,4133893.229311798,Gilroy,Belgium
4985,5707,2008,9,1,2053041.662031319,West Kennithfort,Gambia
2229,3646,2004,8,6,987816.9444506057,Gerardofurt,Yemen
1873,1859,1975,3,9,844589.185086079,West Kaley,Saint Martin
6518,6751,1978,1,10,4520028.867176734,Maxstad,Taiwan
7041,5019,1904,10,7,4672841.402387712,Bethside,Hong Kong
5299,3062,1954,1,6,4155316.772311926,Pine Hills,Czechia
222,1430,1964,10,8,3564470.426365733,South Zackaryfort,Russian Federation
3954,5968,1950,2,9,1850514.1891073436,Glendora,South Sudan
2207,9559,2002,2,3,4689558.768796269,West Deltafurt,Maldives
4815,2666,1907,2,8,4209883.78537586,Corkeryland,Iraq
3893,4544,2022,4,2,2634483.8065095246,Fort Sister,Svalbard & Jan Mayen Islands
762,9128,1951,9,1,338090.0707328692,Fort Camilleville,Czechia
7458,863,2013,7,6,4827827.6933473535,St. Charles,Christmas Island
8172,7078,2018,3,10,2224263.6156152003,New Danialcester,Argentina
1834,5493,1941,6,9,3014621.8369482085,Charityberg,Guatemala
3209,7942,1951,8,7,927997.2107033245,San Mateo,British Indian Ocean Territory (Chagos Archipelago)
3803,5509,1967,7,4,3072541.2667845376,Yvonnecester,Vietnam
7491,5257,1913,4,9,3451025.928161107,Evieville,Democratic Republic of the Congo
1837,4850,1940,3,9,2568392.867129296,Fort Sunny,Japan
9657,4041,1976,7,4,3200334.655342158,Cape Coral,Holy See (Vatican City State)
5227,3531,1934,4,4,514527.6767667383,Fort Nat,Venezuela
611,9503,1936,9,2,2058535.1746762171,Bergeside,Iraq
7027,6085,2000,3,9,2008527.399878949,Lake Torrance,Saint Kitts and Nevis
4821,2772,1967,10,1,4094466.723082587,West Floville,Guam
7637,2076,2010,10,5,4583865.688473452,West Nathanialtown,Slovenia
3458,9087,1965,8,3,436993.387772236,Farmington,Turks and Caicos Islands
670,2076,1980,1,10,4752636.944665574,Fort Edisoncester,Lebanon
9139,5073,1933,1,3,3475970.6605924293,Beahanstead,Heard Island and McDonald Islands
1044,5608,1925,1,4,173926.86398234218,South Ayana,Trinidad and Tobago
7541,8808,1978,1,6,2566596.1774764583,Altheafort,Republic of Korea
7028,8693,2005,9,5,4770382.307702675,Ortizcester,Holy See (Vatican City State)
8612,6774,1906,4,3,3392504.3605268,Walkerworth,Switzerland
4443,2532,2014,7,7,3054809.0147203766,Reychester,Saint Vincent and the Grenadines
9649,9988,2017,3,3,4388762.099982705,Lake Ilaland,Kiribati
1023,3875,1959,5,1,2544458.662706893,Wiegandburgh,Malawi
8448,1084,2018,1,8,3860290.4045023024,South Sedrickstad,Bahrain
4850,5726,1970,7,9,2921838.4676030837,Mariostead,Jamaica
9590,5187,1944,10,7,178314.6062050946,Aishaville,Kiribati
5230,530,1986,10,5,1867071.2422928773,South Bryanaland,Bulgaria
9934,6911,1931,9,3,838383.0929058604,Kunzeboro,Latvia
8137,1651,1957,10,9,2024839.0741064213,North Clarkton,San Marino
8345,6784,1985,5,8,1727463.6961636133,East Josiannefurt,Armenia
9095,8870,2002,8,2,171742.29075899348,Wiegandville,Morocco
7470,7686,2022,7,8,3648411.2062724307,West Lessiehaven,Bolivia
137,792,2015,9,1,2463174.477557186,Kerlukeborough,Brunei Darussalam
5298,1949,1953,8,9,1247930.8934998699,Fort Theresiaville,Cape Verde
3083,1717,2022,6,4,3869932.8266782686,Novi,Rwanda
5470,1116,1938,10,3,4239817.997906357,Jurupa Valley,Brunei Darussalam
664,2880,1997,10,5,1447727.2617863491,Port Missouriview,Holy See (Vatican City State)
1693,3741,1943,4,4,3718219.3150860257,Heaneyland,Zambia
3730,9596,1929,5,10,3333151.141612325,Rueckerchester,Christmas Island
8725,7443,1910,6,3,2166845.4741942696,Artfurt,Sweden
8394,9795,2013,1,1,1021318.6301290989,Annamaeview,French Polynesia
1698,6847,1922,6,7,98705.52533539012,Fairfield,Myanmar
637,8929,1914,2,5,1909364.2571475357,Georgetteshire,Dominican Republic
824,5302,2016,3,10,387335.46365983784,Peabody,Azerbaijan
102,6298,1993,7,1,1797088.9716758393,Eunicefort,Aruba
1338,1210,1962,4,7,2117013.9829744585,Aloha,Bhutan
6166,5405,1982,7,3,3979251.4540604316,Troy,Singapore
3909,4650,1942,5,9,1094370.8415143192,Peabody,Tonga
5628,5729,2011,6,2,4643890.77675296,Volkmanworth,Pakistan
6819,6106,1934,8,8,2689892.6452267915,Perth Amboy,Honduras
8571,8929,2017,5,6,2522074.713278562,Nicolasland,Lesotho
7331,5469,2012,8,1,3967649.692867417,Lake Clemmie,Dominica
5488,7504,1984,2,6,3063514.2351384275,Beckerborough,Oman
1871,7431,1942,3,4,2778225.9502797388,South Johnathanhaven,Belarus
1660,7478,2020,8,9,2196015.558799263,Jadynton,Georgia
4680,7484,1997,9,9,1445831.9056080654,Cristton,Greenland
3030,4629,1982,3,9,1061937.5122711062,Fort Rodger,Virgin Islands, British
3196,3144,1949,6,2,96989.41699462011,West Nakiachester,Honduras
9164,5047,1993,1,3,1100199.8238032684,New Heidi,Holy See (Vatican City State)
4581,751,1925,4,1,3200050.775578711,North Rafaela,Belize
7287,9172,1966,7,10,4558202.352328226,North Landen,Solomon Islands
3571,4714,1924,3,3,3311917.418439407,Bahringerton,Slovakia
5352,7745,2019,6,3,3354712.8488658927,East Jacksonworth,Georgia
8735,9070,1934,10,6,2795399.6894182637,Stellaside,New Zealand
4195,6251,1984,4,10,3113187.4300306663,Wildermanworth,Algeria
981,4850,1973,10,6,426524.2413035594,Ansleyville,Saudi Arabia
1666,9979,1919,3,4,4174786.503741052,Dewayneboro,Lebanon
2528,7211,1957,5,3,3402290.0306852534,Gloriacester,Saint Barthelemy
4506,855,1961,8,1,1781789.360602852,Lakewood,Jordan
2266,6034,2004,5,7,1020331.4347192645,Aliafort,Australia
3452,8478,1970,7,6,1256639.4769470207,Adoniston,Guam
1502,6791,1952,3,9,696437.8727483563,Towson,Ethiopia
9769,952,1919,4,10,1168302.913743537,Placentia,Germany
7751,3016,2014,9,3,2608340.186474379,New Rene,Maldives
279,606,1975,1,4,1549257.8502278775,Victoria,Iran
4430,6354,1964,2,3,2377687.5363779254,Wilmaworth,Ecuador
5240,9977,2021,7,9,186936.04478612542,Niaview,Italy
2535,4938,1907,7,4,4404227.719991468,New Itzelmouth,Ireland
4090,9518,2000,1,2,2317158.2173206843,Alanland,Saint Lucia
5780,9972,1933,6,4,1684746.123664081,Waterbury,Turkey
1264,6853,1996,2,7,1703393.826133106,Alvertaborough,Togo
8578,4384,2016,6,7,848910.556465853,Port Maye,Myanmar
3930,3426,2012,8,7,2523384.3076974154,South Eulalia,Heard Island and McDonald Islands
2495,1247,1910,8,1,1918187.6491988078,Tyrahaven,Djibouti
5336,1629,1924,4,2,345562.48512817547,Randycester,North Macedonia
2889,6350,1979,8,9,4235300.792893395,Pearl City,Kazakhstan
5204,3275,1949,5,2,2786983.990308363,Boyerberg,New Zealand
8404,7302,1935,7,6,4846311.521332245,Lake Fatima,Togo
9419,8588,1972,3,5,1198603.91888069,Deondrestad,Belarus
6676,4509,2003,9,7,2348526.6499686986,Evieberg,Estonia
3863,5286,1914,9,4,2929761.5809133276,Bethlehem,United States Minor Outlying Islands
7616,5172,1905,10,10,2702081.545430701,Delphiatown,Gibraltar
5881,5382,2004,6,4,3235693.043109495,Wallacebury,Liechtenstein
785,8995,1948,7,3,1877875.4158411175,Austynshire,Myanmar
2497,8747,1921,2,10,2132895.6965822726,North Alberto,Tajikistan
6924,8893,1956,3,7,3900674.772413913,Kulasstead,Tajikistan
4661,4262,1938,9,3,1514663.297648076,Hipolitoboro,Qatar
8981,3506,1912,5,2,4874534.063844476,Lake Havasu City,Denmark
3172,7165,1978,10,7,3212663.921096828,Wittingview,Vanuatu
1208,7098,1914,8,9,3010129.1009108536,Canton,Antarctica
5971,5278,1931,1,9,3107825.9295318276,Tremblaytown,Dominica
8940,7781,1919,6,6,1620723.381487187,Marquardtport,Dominican Republic
8872,5123,1958,6,4,2075898.341787979,Barrowsside,Cook Islands
6477,7313,1962,4,7,4238230.562885292,Jewelfurt,Pitcairn Islands
6232,534,2012,5,4,90812.88673914969,South Candicebury,Turkmenistan
5238,4945,1957,10,3,3749818.3192219585,Lake Mathildetown,Guam
8637,8786,1922,2,8,2658482.8788996674,North Fred,Senegal
6148,4039,1938,2,7,1849102.91780252,Carolina,Tokelau
9063,8255,1918,1,3,465121.59489793703,North Zena,Cocos (Keeling) Islands
614,9057,1970,6,1,2878923.2808398083,New Jaredborough,Turkey
7021,7626,2007,4,9,2100627.3113540374,Fort Myronborough,Costa Rica
975,3238,1999,7,1,4887243.318464607,Simi Valley,Republic of Korea
9070,4259,1966,7,10,2813786.2177565694,East Nathanielland,Papua New Guinea
2839,7620,1901,2,1,3800015.8158829436,Nicoletteberg,Uzbekistan
6868,512,1924,6,4,1842498.8863873295,Willisshire,Hungary
9190,623,2002,1,8,4929797.026852611,Gary,Mexico
9922,3825,2019,10,8,395744.1370585002,Quigleytown,Russian Federation
4807,9495,1992,5,1,270489.9368924089,South Shawn,Saudi Arabia
8476,5335,2019,4,8,4549691.747338511,Klockoport,Aland Islands
2296,6978,1986,2,1,4922660.614561755,Valentinecester,Puerto Rico
1237,3146,1917,5,3,3434003.9321687073,Lafayetteville,Myanmar
3407,7888,1940,7,3,2676980.8701006696,Fort Khalid,Turkey
3739,4654,1953,10,6,2135269.9386538006,New Monachester,Tuvalu
9382,6457,1993,8,9,1532436.228764709,Fort Lonzomouth,Montenegro
118,4882,2009,6,10,4419622.692186385,Edmond,United States of America
3442,8800,1959,9,2,3349590.333190281,South Charley,Sao Tome and Principe
4077,7398,1981,6,5,298554.6567593701,Cassidyworth,Belize
1167,7853,1910,6,8,2626979.4756080955,Pine Hills,Gibraltar
5328,880,1978,6,2,563525.8547845297,Pflugerville,Iran
7137,1789,1950,8,7,443859.3827886507,West Jacquelynburgh,Benin
9472,8770,1954,9,6,2183043.139660731,New Caesar,Bulgaria
6327,5691,2022,9,3,3569177.838449832,Gutmannberg,Spain
6144,2580,1941,9,6,1533102.9844353907,Corona,Zambia
7007,5323,1914,1,1,2021496.6115774587,West Barry,Guinea-Bissau
2837,9282,1958,4,5,2485314.688051585,Orvillefurt,New Caledonia
478,3331,2022,7,6,4467722.589918412,Jaceview,Bangladesh
5096,5186,1985,8,3,269440.07250713184,Glenview,Philippines
379,2247,1989,2,7,283497.49265471473,Schaefershire,Curacao
5322,6185,1933,3,6,3772245.561599266,Hoboken,Heard Island and McDonald Islands
6864,9802,2017,5,5,383539.9038391188,Port Mikeland,Vanuatu
5344,7417,1976,9,8,1593738.029152155,Arecibo,Madagascar
9148,2876,1962,8,1,4939876.472239848,Kesslerboro,Costa Rica
9238,9215,2005,6,7,2862970.805319492,New Furman,Niue
887,1649,1912,9,3,2697351.305547636,Fort Felipe,Macao
1427,4651,1921,2,6,1542075.9010477923,Reecemouth,Spain
1294,8869,1990,10,3,3201635.8410357498,McKenziestad,Mali
1297,5857,1962,7,5,3310504.2189825326,Fort Ilene,Latvia
8798,8472,1912,1,2,3703989.193367306,Kuhntown,Saint Barthelemy
9191,6653,1914,7,7,3229934.415896423,Serenityboro,Nigeria
484,3463,1946,2,1,3166641.9062763453,Satterfieldfurt,Norfolk Island
3365,6872,2020,2,8,2934171.513596084,Bodebury,Libyan Arab Jamahiriya
9532,8243,1974,7,9,1528512.4128335156,Winifredville,Bangladesh
3813,7320,1951,8,4,770927.6926354505,Escondido,Kyrgyz Republic
9956,5753,2022,3,4,377251.2918221764,Hermannbury,Belarus
8191,1572,1924,1,8,1329510.348686017,Schmittbury,Zambia
1866,9303,1994,2,2,2258916.264004074,Luettgenstad,Bangladesh
4185,4643,1938,5,6,947795.0599044561,Yuba City,Iceland
9899,7522,1931,2,4,4398134.591244161,Lake Joanne,Jordan
910,7754,1918,10,7,1765301.6194701195,Lake Tabithafort,Antigua and Barbuda
4348,9645,1984,8,3,1449447.416595649,San Tan Valley,Namibia
173,8915,1991,1,4,4129597.839002963,Port Janieburgh,Niue
2474,4425,1987,5,2,3218203.209200874,Port Clemmieport,Armenia
303,9088,1922,10,6,2854083.4200568497,Rosendofield,Congo
4710,6559,1942,1,5,2170449.879579246,North Malachichester,Greenland
348,3584,2015,4,1,1551270.8893744275,Littleton,Hungary
8039,9069,1986,5,8,1327791.707124561,North Graceburgh,Philippines
5364,2568,2018,7,1,3289215.4426313937,East Yasmincester,Heard Island and McDonald Islands
411,9712,1911,7,8,4012285.4631743394,Fort Amyberg,Egypt
9347,1279,1937,9,3,4674045.137455687,East Karelle,Israel
4813,3061,1912,1,2,130968.75537885353,New Carmen,French Polynesia
3946,7348,1916,8,9,1319586.095912382,Corvallis,Micronesia
2283,9343,1911,10,1,724718.0028120056,Koleland,El Salvador
1312,6462,1995,4,5,1281890.1090300642,South Tony,Poland
3717,6976,1950,10,6,2687698.782759253,Port Janeport,Oman
9252,3541,1933,1,6,3397567.3823966645,Diamond Bar,Tajikistan
5789,2261,1946,9,9,562654.3807680719,Schoenfield,Barbados
2139,4198,1958,10,3,2024982.837261632,Ceres,Seychelles
4402,6569,1981,8,6,1079617.6293166354,New Ruthport,Tanzania
210,4838,2000,6,2,4855168.437643442,Susanchester,Bolivia
2691,1247,2022,7,2,241896.34209033102,Port Orie,Zambia
9739,5200,2007,8,2,2156335.3559351526,South Terrencechester,Taiwan
5112,2578,1901,2,1,1309565.071342513,Fort Aisha,Gabon
8621,8687,1998,9,8,3203762.892400846,Skilesville,Suriname
1521,9521,2003,7,10,1873297.8157582693,Brakusmouth,Botswana
2848,8467,1979,5,7,3944280.3874379024,Torphyworth,Armenia
3491,3155,2011,2,5,3366415.209346451,New Ransomstead,Indonesia
4065,564,1937,10,4,1336654.2396252044,Christopherborough,China
4012,4637,1979,7,9,2137802.366411779,Delaneyfort,Zambia
1383,5479,1912,7,1,609248.2903273776,Newark,Ecuador
284,3422,2014,5,1,276879.68987738714,South Gerhard,Qatar
2910,4463,1930,5,10,3300340.1700174436,Theresebury,Peru
6647,3623,1998,10,1,1388873.143820092,Darianaboro,Belize
54,9028,1960,9,7,631099.700985942,Pembroke Pines,Zimbabwe
8036,6177,1973,8,4,1416762.3004294,Lake Troychester,Latvia
9246,9004,1971,8,7,3356529.813504312,New Maia,Colombia
5735,8960,1929,2,10,4381896.707729902,Rock Hill,Guatemala
5090,5475,1955,8,5,4138364.2024709843,Omaha,United States Minor Outlying Islands
6698,3295,1902,2,5,1090227.2761799395,Heaneyburgh,Nicaragua
1305,5463,1943,7,7,2327364.587667398,Fort Katlynshire,France
7620,4953,1992,8,4,4520709.837926552,Raymondmouth,Romania
2737,4173,2019,10,9,1907247.4815766327,East Michalestead,Myanmar
6290,8667,1963,4,3,2031479.6966151334,Port Arvidshire,Argentina
14,1260,1941,5,9,2895357.672206592,New Verda,Aruba
9765,6699,2017,1,1,446001.34304491803,South Elodyboro,El Salvador
8449,4568,2016,1,2,4547465.120116249,Kraigcester,Albania
8851,4693,2015,3,3,605930.5065311491,Starkfield,Turks and Caicos Islands
2955,8209,1965,3,9,794839.6097868681,Sayreville,Christmas Island
8560,7458,2011,5,2,1333652.7084931731,Hartmannchester,Germany
4812,3987,1990,2,2,1704884.2196702026,Milanborough,Kenya
8790,8728,1972,10,6,3530499.920831062,Millscester,Azerbaijan
8113,5888,1969,4,6,1065327.4121810682,Fort Adriannaside,Faroe Islands
3446,4620,1938,8,8,284012.9684889689,Fort Clovisbury,Togo
7818,3359,1980,1,5,1606535.7206040062,Port Nikkiboro,Togo
2842,5884,1908,4,3,3451209.6823193133,North Bartonfurt,Zimbabwe
663,1057,1938,6,6,480548.98033151403,South Julio,Sri Lanka
8259,3929,2000,8,3,77443.97937785834,Spinkaworth,Oman
