category,elevation,aspect,slope,horizontal_distance_to_hydrology,vertical_distance_to_hydrology,horizontal_distance_to_roadways,hillshade_9am,hillshade_noon
Cover_Type6,1835,52,76,619.7525068030227,246.54082395136356,6005.733669253532,124,56
Cover_Type7,1147,274,75,908.2914450028911,160.8413594774902,804.4124105288647,225,16
Cover_Type1,1744,212,37,281.95429613930173,138.6233178898692,1859.8165375434328,118,24
Cover_Type2,1772,226,34,548.8315386418253,-7.894441951066256,2773.497065811651,172,62
Cover_Type3,1416,144,28,728.878649639897,162.76590395718813,2880.096739356406,119,78
Cover_Type4,2812,91,14,496.21083282888867,290.02577625215054,4519.930313045392,1,203
Cover_Type5,1094,268,36,87.05355392978527,79.92082312703133,6639.3861866698135,71,79
Cover_Type6,1157,279,46,972.2797418429982,130.48633011057973,567.1939518940635,74,24
Cover_Type7,1440,34,41,876.7614223752171,18.38113432750106,4201.670492597623,104,196
Cover_Type1,1386,272,65,643.7223201422021,251.7113635316491,2746.1042362134904,234,47
Cover_Type2,2681,137,69,197.85480946209282,97.95395554974675,2771.4875732425135,245,101
Cover_Type3,1825,73,33,512.8194419860374,255.70693500339985,1010.3186723846011,222,79
Cover_Type4,2169,199,85,635.8574956406374,84.49561018496752,1298.9810445553157,74,21
Cover_Type5,1599,66,89,880.9593176993076,234.60396584123373,5818.713004232384,218,184
Cover_Type6,2889,353,33,386.33042273437604,-37.87838537245989,4375.220854610205,123,123
Cover_Type7,1923,193,23,70.158303322969,186.5920220501721,673.4203387941234,109,139
Cover_Type1,1569,307,51,334.59009941108525,111.41264094039798,4963.277399732964,190,31
Cover_Type2,1370,237,14,633.8963174077217,256.8330992013216,3625.175198810408,161,60
Cover_Type3,1454,185,10,564.7746352148242,224.1941866464913,5313.680251028854,19,169
Cover_Type4,2883,217,44,989.9092702514026,-17.922830022871494,5090.175198026467,18,233
Cover_Type5,2649,76,44,415.1081154407002,-48.468135576695204,4688.9557031800505,160,175
Cover_Type6,2868,155,78,379.60032108123414,297.501736599952,1589.053099390585,192,83
Cover_Type7,2963,210,74,868.418373513734,38.57920225709677,5259.988420828944,239,170
Cover_Type1,1378,158,10,445.676603597356,114.67740358784795,3789.9206458565313,139,195
Cover_Type2,1398,112,17,677.6082811264787,196.07989862561226,4031.8039873631205,243,55
Cover_Type3,1500,255,42,315.73668271303177,85.48622028902173,3417.9887897374574,229,175
Cover_Type4,2090,114,76,106.65931360376999,116.63669403642416,1826.522868852131,10,169
Cover_Type5,2042,51,49,171.39332694071345,139.00041868910193,3004.57961656712,96,245
Cover_Type6,2212,247,63,54.96981546119787,197.75366578251123,1161.2706605985295,21,195
Cover_Type7,1262,30,40,434.23087738244794,168.39500330388546,2957.376894667512,131,199
Cover_Type1,1073,83,55,554.7957517527975,125.01656301319599,5307.705756473588,32,53
Cover_Type2,1031,69,21,802.0385862065013,231.82731624692678,4855.977346650558,175,37
Cover_Type3,2787,297,75,251.80439007654786,287.02222434803843,6645.72145105293,133,128
Cover_Type4,2535,285,30,774.3434067456983,125.0472660176456,4768.353537358111,33,93
Cover_Type5,1831,55,37,818.7008070661686,-58.057268522679806,1726.1905436150264,74,254
Cover_Type6,2348,23,29,657.7938370206393,135.50779446959496,1225.1282123862766,148,241
Cover_Type7,1477,143,12,938.4217019001953,279.0592920035124,2061.2382704792544,166,5
Cover_Type1,1910,355,50,189.25268315477297,-89.79138806462288,910.5829858861398,106,56
Cover_Type2,2203,142,9,966.3914498211816,39.51246468350291,3117.1481463145465,72,18
Cover_Type3,1988,156,68,61.21914162160829,270.35007402300835,6895.928847306175,133,142
Cover_Type4,2578,283,70,505.287083494477,86.67565584182739,5624.968145828927,108,185
Cover_Type5,1511,96,66,923.0112799047492,-34.41797159612179,3138.794697752688,246,182
Cover_Type6,1284,26,66,312.2443002841901,176.28383422270417,2705.9213610698935,222,84
Cover_Type7,2042,94,66,793.3964060905855,219.0711846575141,487.25186839862727,226,120
Cover_Type1,1715,165,52,936.3000746720936,-73.23633916676044,6236.456436078064,54,31
Cover_Type2,1567,39,72,742.6314996061847,74.96671425178647,5863.7914572367445,116,77
Cover_Type3,2692,268,33,352.9689309746027,-0.8491803891956806,4114.148059581174,209,137
Cover_Type4,1330,64,15,510.48340400052257,-26.32400505244732,3207.0873125086073,48,96
Cover_Type5,1856,323,33,895.2599055101164,219.57530146464705,792.5362327571493,120,74
Cover_Type6,2921,346,34,257.8604539704975,275.460669118911,1341.7737289725337,179,155
Cover_Type7,2776,71,57,338.1805353087839,-16.86983210965991,5232.556042913115,185,164
Cover_Type1,1766,317,11,733.8786231672857,185.55455347523093,6773.75011384557,136,4
Cover_Type2,1018,152,63,764.3617381574586,-18.632821831852198,3082.3541608850937,116,199
Cover_Type3,2460,353,82,9.269455611240119,23.51980023086071,6476.641121201683,18,136
Cover_Type4,1197,15,4,850.866613486316,-59.08405790105462,860.493049394805,214,227
Cover_Type5,2465,91,65,790.0047620071564,118.11484219506383,6272.1590925452765,137,80
Cover_Type6,1779,259,87,792.5210909768939,95.087680965662,3796.4177488845307,209,68
Cover_Type7,1007,247,77,252.05214838241227,71.75130117684603,6624.643485104898,91,13
Cover_Type1,2358,211,52,365.5741070462391,32.51049015671015,6169.427957899403,76,174
Cover_Type2,1104,300,81,356.8306329087354,-75.84881596267223,946.8096229338553,8,210
Cover_Type3,2396,244,82,457.73502385243773,53.884272649884224,1092.3941650989,54,37
Cover_Type4,1490,351,89,568.9993348782882,99.02860624715686,5975.164890893735,161,155
Cover_Type5,2903,75,47,269.720305937808,-13.187562488019466,6157.503376663197,137,232
Cover_Type6,2806,146,49,291.18227640585974,-94.15125716477633,3444.486721522175,108,135
Cover_Type7,2984,169,84,458.3402517354116,116.44755825400352,6900.638594191056,197,75
Cover_Type1,1972,64,49,17.498149851337075,242.3272837884724,3413.142961375648,237,166
Cover_Type2,1786,186,19,174.57990372087806,154.0499455295503,4788.4676253004,68,2
Cover_Type3,2098,48,9,727.430161645636,92.33949547633529,5220.61333746952,46,201
Cover_Type4,2242,201,46,210.3754615818616,35.952330846339464,2356.138197315857,40,27
Cover_Type5,1092,185,2,854.9202065228019,35.028093215078115,6636.264908743789,104,71
Cover_Type6,2363,309,66,593.3289926182479,111.9584166444838,1704.5528131024912,96,48
Cover_Type7,1045,185,9,735.761006565066,246.5887611731887,2348.8507325092796,3,167
Cover_Type1,1510,272,10,254.73033658787608,-64.98647220432758,3261.0251459877472,67,234
Cover_Type2,1985,283,66,156.20945265656337,-99.2366036400199,3584.748552914476,43,187
Cover_Type3,1882,322,72,309.96190912346356,128.40433157980442,1931.5947981695645,224,21
Cover_Type4,2685,65,71,738.8095481730998,-22.037923149764538,5326.837348439498,143,218
Cover_Type5,1117,77,14,861.5717264004052,231.29253424704075,981.5937819858082,210,229
Cover_Type6,1620,67,46,487.9147668648511,103.9421159774065,2793.325484827161,110,26
Cover_Type7,2325,312,54,743.526297112694,-55.686310678720474,5310.819448696915,95,156
Cover_Type1,2197,22,61,875.8559211825486,10.529937408864498,1374.2580023712944,187,80
Cover_Type2,2917,84,79,327.423898257548,29.905826691538095,4701.609597176546,2,81
Cover_Type3,2104,225,47,775.3000687577296,88.85901886969805,1706.8421716580633,199,3
Cover_Type4,1151,25,8,873.9683855106123,74.82991367578506,395.35820475779474,39,223
Cover_Type5,1466,163,63,736.1448036560323,164.33676406741142,422.21532730571926,82,46
Cover_Type6,1078,300,33,781.3621639129706,-3.223071154206991,2035.2795721595176,198,235
Cover_Type7,2738,341,60,175.6048141180072,195.7764814607799,4468.081492461963,153,33
Cover_Type1,2439,142,4,339.8706263729837,243.76510614529252,1258.008734865114,230,88
Cover_Type2,2271,124,62,850.8898458210751,106.4946542493999,4885.751935344422,45,165
Cover_Type3,2652,318,79,480.3556812563911,155.3296910598874,730.5632921764627,184,24
Cover_Type4,1207,340,57,892.1549600954168,64.50861189514399,2091.6078080355655,28,127
Cover_Type5,2882,143,3,301.81098535773344,153.10993809252977,2216.6374164165463,205,40
Cover_Type6,2793,156,63,738.2842520633712,174.29788829758763,6477.685482616769,38,15
Cover_Type7,1271,46,76,837.5267102341168,84.18263671919703,4575.390821123263,133,108
Cover_Type1,1176,111,49,852.0333422590047,110.45942110940814,1385.200811165385,169,56
Cover_Type2,1387,357,34,804.988140232861,-28.42281088232994,621.4213815918192,246,77
Cover_Type3,2094,335,60,906.1087752699386,210.73635090142488,5645.178124875296,225,14
Cover_Type4,2068,188,47,290.3536908905953,108.04265448823571,3330.244127408834,144,112
Cover_Type5,1345,48,74,201.73342195502482,-35.03067344427109,2816.0899569971953,97,55
Cover_Type6,2973,268,51,340.031703149667,227.13031768798828,3328.937110019382,6,160
Cover_Type7,1692,179,26,732.2325235600583,-56.201459281146526,5792.710233876249,61,3
Cover_Type1,2997,180,26,869.2438875748776,12.870648689568043,6939.918865229469,91,246
Cover_Type2,2102,354,43,524.6842413088307,106.90014250576496,4003.8814149836544,36,159
Cover_Type3,2893,10,82,208.4645102880895,-77.24012741819024,3690.2712734106462,40,38
Cover_Type4,1494,58,7,626.5761465036776,-31.292885076254606,1176.3676886253525,33,37
Cover_Type5,1832,333,11,542.0535816168413,172.5890651345253,6029.839785794029,31,179
Cover_Type6,1151,176,87,691.5920246616006,-37.2166114859283,1390.3525299329776,123,169
Cover_Type7,1187,309,7,935.2871470164973,235.33613048493862,512.3964603052009,103,5
Cover_Type1,1696,338,76,86.33987801428884,-80.18266400322318,1925.6116065368988,181,184
Cover_Type2,1117,203,38,84.046865507029,-33.4794731810689,6989.08390819747,147,64
Cover_Type3,1881,6,10,316.49123048363253,115.4351475648582,4327.268292109948,164,150
Cover_Type4,1994,106,60,248.19627488427795,62.33763489872217,3617.1293022485916,235,144
Cover_Type5,2464,214,82,277.09277343633585,192.76425186544657,146.23727505095303,185,82
Cover_Type6,1377,69,39,931.6433064283337,126.30745694041252,5325.101871658582,154,34
Cover_Type7,1598,88,79,558.1286390700843,127.88857370615005,1118.690638219472,56,174
Cover_Type1,2737,303,62,973.1767460049596,62.663967069238424,5302.680077700643,213,23
Cover_Type2,2199,148,31,423.0177522369195,198.34036827087402,4700.6335510844365,8,85
Cover_Type3,2356,222,44,441.45713552390225,-52.25678030401468,4852.004654668504,75,221
Cover_Type4,1899,166,1,755.0448769167997,274.38092352822423,3014.9142785167787,86,57
Cover_Type5,2396,245,27,419.0413239900954,128.33492029458284,2457.0301909721456,213,54
Cover_Type6,2120,309,78,739.8235788075253,80.95967154949903,1653.8552104933187,173,65
Cover_Type7,2698,204,47,306.8655461028684,263.4104543365538,540.8567832303233,110,94
Cover_Type1,1632,132,58,960.8225739090703,32.597518526017666,6548.979754226282,159,66
Cover_Type2,2620,314,35,778.5220122679602,-49.48737472295761,1711.4937881054357,197,148
Cover_Type3,2492,79,22,656.8252473927569,255.7731124572456,4023.4262346411124,217,233
Cover_Type4,2073,351,45,51.36876472970471,288.57593834400177,2021.845317127183,159,112
Cover_Type5,2344,50,46,104.51309125032276,244.9998083524406,1718.527786148712,213,197
Cover_Type6,2803,140,70,693.1361531550065,100.1592162065208,4172.397257742705,127,203
Cover_Type7,2001,69,12,133.15653431392275,264.3793884664774,5633.008847284364,218,235
Cover_Type1,1691,67,14,561.5012957288418,28.19610144942999,6776.533056394663,112,97
Cover_Type2,1018,160,86,414.7084395948332,115.00118458643556,2135.8518255953677,184,44
Cover_Type3,1284,89,53,142.6435387614183,217.14057689532638,1772.7558693087194,180,48
Cover_Type4,2530,155,88,256.7045112235937,238.31227933987975,6207.731565234251,61,231
Cover_Type5,1611,185,8,622.841714649694,230.58039620518684,3330.1835591171402,35,233
Cover_Type6,1231,227,53,326.9214402292855,245.88361606001854,2362.5994951752946,74,158
Cover_Type7,1493,190,36,128.8842079222668,55.260249599814415,8.020242744358256,193,23
Cover_Type1,1816,110,12,657.7574847736396,-99.44007769227028,6172.11057688226,179,16
Cover_Type2,2567,214,23,217.4944365406409,64.98045539483428,836.8313621461857,2,106
Cover_Type3,2128,112,7,260.4701905003749,240.67212380468845,1409.1864820651244,84,226
Cover_Type4,2916,182,61,334.64325615228154,2.9544501565396786,2817.6745117008686,116,139
Cover_Type5,1032,336,22,885.1536121766549,106.18327250704169,1416.2734545494895,104,86
Cover_Type6,1728,73,84,61.73275690176524,175.35460274666548,5222.11812903895,57,83
Cover_Type7,2520,274,34,4.50703306728974,-65.08647631853819,1757.1852669217624,120,17
Cover_Type1,2710,42,86,739.4751551919617,25.769249815493822,1035.6652981976513,108,171
Cover_Type2,2714,227,34,887.8824385541957,269.70183392986655,4044.9733555237763,17,104
Cover_Type3,2930,245,14,241.23469444620423,-53.44008645042777,542.1986964817625,32,46
Cover_Type4,2167,38,15,75.49054840859026,273.4444138593972,3569.5169931428973,196,175
Cover_Type5,1344,69,9,504.57530976389535,30.22854384034872,2244.8232395676896,69,152
Cover_Type6,2345,86,77,578.181504772976,-50.65501555800438,4633.091964894207,198,236
Cover_Type7,2388,23,67,788.2220514242072,152.99755269661546,4169.854403091362,219,109
Cover_Type1,2890,177,61,528.8079167641699,231.5695789642632,778.0088901880663,89,111
Cover_Type2,1490,345,15,855.6406847613398,136.98076410219073,5851.627540969523,79,162
Cover_Type3,1076,114,15,312.6916137903463,237.41474011912942,5188.952403693693,253,32
Cover_Type4,2077,349,66,540.2288961999584,50.60572111979127,2760.6393388505094,71,84
Cover_Type5,1754,355,39,336.9739329908043,274.50306732207537,5365.423808783991,14,195
Cover_Type6,1335,73,34,470.8012501918711,-11.817565746605396,148.8285299076233,212,92
Cover_Type7,1625,87,26,548.3878741301596,88.83355725556612,216.34613517392427,192,9
Cover_Type1,1695,57,25,419.154292328516,126.03733260184526,5343.936909092125,15,115
Cover_Type2,1223,215,10,914.6518873253372,96.48315655067563,1716.916424826486,86,167
Cover_Type3,2911,143,1,420.4298382664565,111.63967056199908,1506.8066586698405,158,72
Cover_Type4,1829,45,60,282.4484027430881,-42.679454293102026,5823.1815991026815,126,44
Cover_Type5,2824,94,25,847.4637900542002,208.66996254771948,6432.468841086375,4,120
Cover_Type6,1041,185,36,19.681694849859923,285.938464011997,1516.1020744612906,160,233
Cover_Type7,2296,118,56,579.1334636572283,-54.76184021681547,4273.678589423187,232,61
Cover_Type1,1140,322,29,880.8610611725599,-26.169202476739883,2484.6074452172033,228,193
Cover_Type2,2309,97,41,120.91479837265797,-78.90746565535665,5766.318919102196,65,82
Cover_Type3,1536,233,71,57.19028071057983,-73.0431018397212,6106.145918953465,219,111
Cover_Type4,1560,167,11,485.5057478265371,-68.94551441073418,6375.710248985793,220,83
Cover_Type5,1297,227,78,518.8329362934455,-23.25990265235305,3094.64248919487,145,47
Cover_Type6,1610,239,1,843.8448069617152,136.82851837947965,4707.097953296965,204,140
Cover_Type7,1499,246,84,340.37279621255584,176.94953493773937,5699.582377221435,137,15
Cover_Type1,1054,82,50,796.205209830543,69.42884167656302,2113.3470989668276,187,158
Cover_Type2,2147,337,54,833.8551470104139,123.78936177119613,4860.635866005905,41,195
Cover_Type3,1846,78,43,812.5070650377311,198.3193394728005,6629.142382046441,164,162
Cover_Type4,1537,135,90,479.3052579029463,-37.7059044316411,891.5550222781021,22,126
Cover_Type5,1948,162,21,932.5156870880164,192.4301560036838,1691.4779411240015,236,74
Cover_Type6,1556,343,6,324.3345371289179,167.9536296054721,780.271235168213,239,97
Cover_Type7,2741,114,32,445.79462302988395,-63.161305617541075,3170.927051581675,55,13
Cover_Type1,1309,96,47,984.7959052901715,59.15864249691367,1331.7007175453473,104,163
Cover_Type2,2638,129,19,576.8908320688643,267.63992002233863,1657.524782358436,49,138
Cover_Type3,2868,106,84,930.6280202309135,252.10747132077813,416.03617521747947,213,227
Cover_Type4,2517,164,86,845.2756196155678,184.96196828782558,3390.343682970619,121,149
Cover_Type5,1065,100,65,212.71184148616157,80.75901586562395,5540.351520931115,159,101
Cover_Type6,1595,29,29,209.4382042749785,-88.46549317240715,1373.363412548788,215,194
Cover_Type7,2269,200,30,850.9670429418329,3.237663861364126,2646.6580367516726,121,26
Cover_Type1,2230,359,14,278.2219469661359,216.73819264397025,2733.0773765998892,97,243
Cover_Type2,2701,352,48,725.7691741501912,-56.453486159443855,1329.7324778363109,174,252
Cover_Type3,2715,138,85,128.0168990578968,258.68603996932507,1225.2527075374965,39,49
Cover_Type4,2002,21,51,780.3935835890006,226.947115175426,2934.586316599045,200,54
Cover_Type5,1283,18,7,423.56540774181485,267.860263120383,6269.242454226827,214,52
Cover_Type6,1932,295,13,822.1061060368083,73.66635436192155,3431.5048302148934,238,239
Cover_Type7,2294,76,10,85.7195163872093,290.03457576036453,3050.462396865012,61,246
Cover_Type1,1522,154,74,182.64428063156083,261.66994580999017,2318.2037472657394,61,161
Cover_Type2,2018,11,52,343.2759702350013,-0.3739076666533947,1320.2019345937297,160,112
Cover_Type3,2699,96,4,810.4083503223956,-35.227006021887064,2592.0631510524545,86,34
Cover_Type4,2522,258,24,806.4839476936031,-2.0160865038633347,1906.5931205758825,46,185
Cover_Type5,1598,121,82,607.9109956384636,238.27144214883447,2537.740817777114,248,213
Cover_Type6,1158,143,19,324.6042540639173,52.227930538356304,6939.4365742369555,119,141
Cover_Type7,1912,358,42,484.0018545680214,146.062002889812,1430.619757112814,119,225
Cover_Type1,1934,107,48,841.0139101510867,63.76852784305811,624.656748160487,201,34
Cover_Type2,2946,65,42,725.0422275990713,245.20318871363997,3220.6905584197957,90,168
Cover_Type3,2667,56,16,158.25772597757168,128.41796213760972,3722.741450927919,152,151
Cover_Type4,2677,307,64,449.36432329774834,-51.095555536448956,6973.509730508318,50,57
Cover_Type5,1007,100,62,118.37100867251866,-21.72870822250843,2690.3100126227364,49,73
Cover_Type6,1130,267,84,361.47886876692064,-19.30939145386219,6887.6813666024245,5,226
Cover_Type7,2086,243,5,925.0024958192371,-56.237526424229145,5012.2083565525245,195,171
Cover_Type1,1460,13,63,877.8979606495705,225.44325329363346,248.07989169564098,33,110
Cover_Type2,1915,276,18,619.8601756328717,-98.25051641091704,3533.4468415642623,176,63
Cover_Type3,1176,297,45,327.3659858214669,60.83682905882597,2720.2232216817793,79,87
Cover_Type4,2668,355,57,484.25553016224876,11.338005680590868,5738.311131008202,187,28
Cover_Type5,1148,111,86,513.6798808414023,145.55523209273815,3897.820094929775,251,234
Cover_Type6,1882,208,56,515.8978461294901,174.5075142942369,5383.0591384109575,60,52
Cover_Type7,2843,195,39,698.4364223214798,167.75014204904437,3317.986542786937,255,61
Cover_Type1,1732,11,31,317.80701514543034,149.02999149635434,5943.933692471823,28,114
Cover_Type2,2319,294,52,890.1581101967022,6.270002294331789,4206.663550404599,3,151
Cover_Type3,1287,179,14,772.4020991113503,-54.68994099646807,3120.014922692906,28,194
