category,x_coordinate,y_coordinate,category_label,label_noise,radius,angle,x_noise,y_noise
Category2,0.09347382187843323,0.08525118697434664,1,1,1,5.115944574891077,-0.016213017515838146,-0.04761582296341658
Category1,-0.30296440329402685,-0.2839165376499295,1,1,1,1.3705942932405497,0.009091272670775655,-0.010999438958242541
Category2,-0.17949190130457282,-0.6796381259337068,1,1,1,1.5788273223661888,0.0071782879531383514,0.040186041919514526
Category1,-0.48317433847114444,-0.41451595723629,1,1,1,1.9266448553669089,-0.03230870394036174,-0.08296508006751538
Category2,-0.42539652762934566,-0.7096225679852068,1,1,1,1.734204825339927,-0.012508338643237943,0.02040112335234881
Category1,-0.18206872278824449,-0.18405135395005345,1,1,1,2.2902513761511587,-0.06042265533469618,-0.07931548058986665
Category2,-0.8320351829752326,-0.029752131551504135,1,1,1,1.8122485148660679,-0.01405406291596592,0.01629356741905212
Category1,-0.8395812194794416,0.418301138561219,1,1,1,3.020978866089381,0.05390685405582191,-0.037687045894563204
Category2,-0.9185456424020231,0.525278433226049,1,1,1,6.261194570171326,0.036773337330669176,-0.09407547721639276
Category1,-0.7833059905096889,-0.8070773570798337,1,1,1,4.363256349956734,-0.08935527596622705,-0.03130760942585767
Category2,-0.6727064531296492,-0.8837101846002042,1,1,1,2.700919855185998,-0.09713511420413852,0.02120125144720078
Category1,0.8673001592978835,0.9995768438093364,1,1,1,4.675840123204411,0.09012062083929778,-0.0607016365043819
Category2,0.8072608066722751,0.7844235501252115,1,1,1,1.1108853954201345,-0.039721407834440475,-0.054623179743066436
Category1,-0.03534703981131315,0.533560941927135,1,1,1,5.823191612160465,-0.015192162152379757,0.007010802673175928
Category2,-0.5199653622694314,0.03595271147787571,1,1,1,1.5701530717437093,-0.015238652564585203,0.004936798987910149
Category1,0.16448498982936144,-0.6284551019780338,1,1,1,2.118380857151016,0.0886098735034466,-0.015473065432161093
Category2,0.43475829251110554,-0.945826506242156,1,1,1,1.1775126680584853,0.04555374924093486,-0.03924175808206201
Category1,-0.10538346320390701,0.0066711571998894215,1,1,1,3.741128149010423,-0.0935221060179174,0.01492503313347697
Category2,0.5887376223690808,0.7564706774428487,1,1,1,5.261955894449215,0.00974341509863734,-0.013022138085216281
Category1,-0.8807831760495901,0.2555704740807414,1,1,1,2.6724337769634063,-0.048706128355115653,0.02995929797179997
Category2,-0.009524974040687084,-0.9570794408209622,1,1,1,4.116576454607946,0.08561270199716092,0.04585956195369362
Category1,-0.9329375247471035,0.8941806154325604,1,1,1,5.390492445517219,-0.03984085614793003,-0.02250434984453023
Category2,-0.32625288236886263,0.631745065562427,1,1,1,1.2469347903769246,-0.08792303581722082,0.06364405383355917
Category1,0.3326474200002849,-0.35569363040849566,1,1,1,5.98248529283916,-0.0923085373826325,-0.07444322179071605
Category2,-0.8883403046056628,-0.49901805678382516,1,1,1,2.719215743941998,0.05125358672812583,0.057772898860275756
Category1,-0.07332648662850261,-0.27805630257353187,1,1,1,5.941178125213563,0.0553322320804,-0.06971601052209736
Category2,0.3278532149270177,-0.3389629712328315,1,1,1,2.392410272984988,-0.014854108495637772,0.024422864848747852
Category1,-0.8729965244419873,0.8476990247145295,1,1,1,4.927753551016757,-0.09009957667440177,0.0931478938087821
Category2,0.9432189152576029,0.5172640127129853,1,1,1,4.420898955717976,-0.09080746546387673,0.09780993154272438
Category1,-0.5144332037307322,-0.2837792499922216,1,1,1,3.0743009139720097,-0.05959239038638771,0.08153670150786638
Category2,-0.1626534848473966,-0.5429920260794461,1,1,1,1.4317231586878416,0.013505114195868376,-0.0024448514450341463
Category1,0.6683416799642146,-0.06356627075001597,1,1,1,2.9816716398111707,0.06311774775385856,-0.0965693592093885
Category2,-0.16152787115424871,0.18491203198209405,1,1,1,3.417554456020704,-0.06228239415213466,-0.017767825536429888
Category1,0.5278421891853213,-0.8387274104170501,1,1,1,3.670735090387076,0.027312288293614984,-0.0907155862543732
Category2,0.3298278022557497,0.960225869435817,1,1,1,4.215052126465279,0.07199552380479873,0.01822266420349479
Category1,0.1628783126361668,0.2573008523322642,1,1,1,4.719490456094017,0.01565521191805601,0.002197407558560377
Category2,-0.2530294326134026,-0.9619635120034218,1,1,1,2.8628737512448703,0.041026619821786875,-0.019610786344856024
Category1,0.07277697278186679,0.1750420187599957,1,1,1,1.6470601469484203,-0.02204360021278262,-0.04268862544558943
Category2,0.48140613036230206,0.01870626024901867,1,1,1,4.402855169691634,0.07313982187770307,-0.09258531825616956
Category1,0.43559252470731735,0.9442058205604553,1,1,1,1.2872291950345418,0.06809487235732378,-0.08556495355442167
Category2,-0.32365746470168233,0.1139231463894248,1,1,1,1.6876602504753508,-0.032853563269600275,-0.03704134789295495
Category1,-0.18298243544995785,-0.4123021955601871,1,1,1,2.284600980586648,-0.04314965060912073,-0.012332191551104182
Category2,0.8734923559240997,-0.9716157880611718,1,1,1,2.865227041358562,0.027404063940048212,0.08396290345117449
Category1,0.3133022980764508,0.8068364565260708,1,1,1,3.0176053881999496,0.08685080059804023,-0.027527609234675773
Category2,-0.608305643312633,-0.06896464992314577,1,1,1,1.9175405551061666,-0.025482904631644487,0.01322693601250649
Category1,-0.15763614512979984,0.32622975297272205,1,1,1,4.122408364334625,0.05916616250760853,-0.059498522803187376
Category2,0.14391522528603673,-0.34128409903496504,1,1,1,2.7903941887912085,0.06268452648073436,0.08261743886396289
Category1,0.5055998065508902,0.3383300290443003,1,1,1,4.47684909155714,0.024038155842572448,0.017764735966920853
Category2,0.84285625256598,-0.2804836709983647,1,1,1,6.238855265926208,0.044801733270287525,0.005025164689868689
Category1,0.060218372382223606,0.12025786051526666,1,1,1,2.8367446337168776,0.010499456059187645,0.010694462712854153
Category2,-0.9264916558749974,0.6932891886681318,1,1,1,2.086200791916955,-0.04077843558043242,0.0627264104783535
Category1,-0.1565698659978807,0.6877242987975478,1,1,1,1.9485852016637852,-0.027087735151872044,-0.00045336205512284955
Category2,-0.7233208883553743,-0.12613612646237016,1,1,1,1.2106022783937194,0.020442243805155164,-0.0649440735578537
Category1,0.10663452045992017,-0.24248866736888885,1,1,1,5.416908020886858,-0.024295076169073587,-0.03350392775610089
Category2,-0.8193596424534917,0.9210996539331973,1,1,1,4.783283592519762,0.06775278300046922,0.06134674488566816
Category1,0.3577452087774873,0.19071509642526507,1,1,1,5.113119321139844,0.06976391156204045,0.05469489358365537
Category2,-0.2657598638907075,0.5420878999866545,1,1,1,3.692528938190726,0.03285874444991349,0.0597616834100336
Category1,-0.8771241060458124,-0.6762951170094311,1,1,1,3.9601299367678,-0.008240040997043258,0.03774479851126672
Category2,0.651805009227246,0.052387164905667305,1,1,1,6.129376391842704,0.028040185477584606,0.04036040846258401
Category1,0.6485331463627517,-0.9834495754912496,1,1,1,5.663474032280686,-0.08120912332087755,-0.040385385137051345
Category2,-0.7957792091183364,-0.7872157217934728,1,1,1,4.500233743786405,-0.0858465783763677,-0.023507259413599962
Category1,0.8351423838175833,0.09811614966019988,1,1,1,4.511248066002993,-0.0745020569767803,-0.03994128815829754
Category2,0.7633148855529726,0.43062560399994254,1,1,1,2.3907665391271067,-0.0723014839924872,0.0870773911010474
Category1,0.5181198483332992,-0.35706546530127525,1,1,1,1.6150374541805164,0.03879755847156047,0.023746022302657363
Category2,0.5389291383326054,0.31155281979590654,1,1,1,6.01430505685273,0.06804088731296362,-0.0714897207915783
Category1,-0.05777610931545496,0.8613230562768877,1,1,1,4.801344475531371,0.09155574920587242,0.04194406284950675
Category2,0.05982847046107054,0.7669277410022914,1,1,1,2.6138034724957717,-0.04100465066730977,-0.009230684582144016
Category1,-0.7497295653447509,0.2626004531048238,1,1,1,5.628881801258004,0.02229661243036389,-0.08313273391686381
Category2,-0.35464074555784464,0.742661573458463,1,1,1,4.442301285142195,-0.09376315586268902,-0.09329084544442595
Category1,-0.28904020646587014,-0.09108697064220905,1,1,1,3.521869030651787,-0.029976707836613062,-0.01751231066882611
Category2,-0.5496479440480471,-0.11488883290439844,1,1,1,3.1397456838771465,0.08334866682998837,-0.025233627110719678
Category1,-0.837796391453594,0.9304259489290416,1,1,1,2.9676751858723405,0.05803246297873557,0.05610880646854641
Category2,0.8988862666301429,-0.4667819757014513,1,1,1,1.2399486096537662,-0.0342578184325248,0.052125456929206865
Category1,0.32987324288114905,-0.7685435405001044,1,1,1,4.596460701413383,0.06761848228052258,0.09555443637073041
Category2,0.7421317673288286,0.362274088896811,1,1,1,2.897955263076012,0.008946048840880391,-0.04176633297465742
Category1,0.16972636710852385,0.9311947035603225,1,1,1,3.1252399774302524,-0.09875751985237002,-0.0700861148070544
Category2,0.5016028233803809,0.0452390075661242,1,1,1,1.3031097898895734,0.06251743603497745,-0.09231476341374219
Category1,0.884725799318403,0.22074855584651232,1,1,1,3.3971091912053817,0.045875018183141936,0.04857022729702293
Category2,-0.5159419262781739,-0.8523960448801517,1,1,1,6.075179392607853,0.062372694630175834,0.07485376712866129
Category1,0.2457633400335908,0.5004150946624577,1,1,1,2.762748281198599,-0.00682293092831969,-0.0396873360965401
Category2,0.17639903910458088,-0.5352208283729851,1,1,1,4.009758255957321,-0.039287016540765766,0.0861915247514844
Category1,0.5472431657835841,-0.8339690966531634,1,1,1,1.2869595881606757,-0.06642732713371516,0.007201703079044816
Category2,-0.17390965344384313,0.6599223334342241,1,1,1,3.344064732233989,0.09234444424510002,-0.009012890327721831
Category1,0.1024357252754271,-0.13599370466545224,1,1,1,3.857987205743049,-0.09196011074818672,-0.09494947213679553
Category2,-0.16550416173413396,-0.879261048976332,1,1,1,1.5853733163005281,-0.016063065035268664,0.03443551193922759
Category1,-0.23991784127429128,0.43727353727445006,1,1,1,2.851314628223417,-0.0016909188125282526,-0.09059636788442732
Category2,-0.2490392425097525,0.4074434591457248,1,1,1,4.229465399221915,-0.01769029321148992,-0.010854325909167531
Category1,0.5734059060923755,-0.7911748266778886,1,1,1,3.1720116055239482,-0.021914466936141255,-0.014600907079875464
Category2,0.905703681986779,-0.038615011144429445,1,1,1,1.467316135954344,0.0764266958925873,-0.05715230680070818
Category1,-0.1008631088770926,-0.4585780780762434,1,1,1,1.633227824806206,-0.04593101046048105,-0.06475892229937016
Category2,0.40298091201111674,-0.7151458282023668,1,1,1,2.068542709646736,-0.01322077312506735,0.01130105350166559
Category1,0.3231204003095627,-0.1809807363897562,1,1,1,3.1250994534717,-0.03472373187541962,0.016262937104329467
Category2,0.87819147342816,-0.1439566072076559,1,1,1,1.5641549280009879,0.09035082627087831,-0.08253386639989913
Category1,-0.9022975894622505,-0.9356443118304014,1,1,1,2.873676403705808,0.014416563510894778,-0.07218036870472133
Category2,-0.3142024832777679,-0.14874936873093247,1,1,1,6.118961986958706,0.00048250709660351,0.05840615327470006
Category1,-0.8388267029076815,0.16896569170057774,1,1,1,6.209331851278937,0.03220499628223478,-0.0805992843117565
Category2,0.04115622350946069,0.5508012003265321,1,1,1,3.1347807053326107,-0.011114106792956588,0.08995259706862271
Category1,0.37911378825083375,0.7029655547812581,1,1,1,3.6017704732584614,-0.09097701446153224,-0.0003424668218940524
Category2,-0.7081379620358348,0.31136032566428185,1,1,1,4.166668626238458,0.07680888948962092,-0.0994559065438807
Category1,-0.9442150178365409,-0.3838925501331687,1,1,1,5.729032956760018,-0.07052008947357535,0.05005013179033996
Category2,-0.6533028623089194,-0.5684161758981645,1,1,1,2.226947292967699,0.08252074187621475,-0.016443958831951017
Category1,-0.7564521906897426,0.38006916269659996,1,1,1,2.785143841032407,-0.0016061338596045915,-0.051573505019769074
Category2,-0.13121894700452685,-0.13628578977659345,1,1,1,1.0309659738555017,-0.026553732622414825,-0.033445017319172626
Category1,-0.845959915779531,-0.5845718975178897,1,1,1,3.583912324647371,0.0990806403104216,0.04538045604713262
Category2,0.3727466072887182,-0.05032432684674859,1,1,1,3.7277261618867565,-0.04172655870206654,-0.05689373617060483
Category1,0.9315504254773259,0.1538331606425345,1,1,1,2.7455688911441944,0.04136912273243071,0.006070933770388365
Category2,0.813953286036849,0.5911692082881927,1,1,1,2.207789994892054,0.08733535590581595,0.035523722972720856
Category1,-0.734683976508677,-0.49620108120143414,1,1,1,2.3869997899836486,-0.0906100812368095,0.03250581813044845
Category2,-0.7480767806991935,0.16590663930401206,1,1,1,4.5904073144439295,0.03694185987114906,0.07555762627162041
Category1,0.014058396685868502,0.8369408599101007,1,1,1,5.19941161536322,0.06011687112040817,-0.022122450172901154
Category2,-0.8315334231592715,-0.41814622515812516,1,1,1,6.179993376587341,0.03881907803006471,-0.07727756509557367
Category1,-0.2147143604233861,0.5564700760878623,1,1,1,3.748601422216494,-0.06949740694835782,0.07197279292158784
Category2,-0.13897194107994437,0.41841908963397145,1,1,1,5.588302973323359,0.03409072905778884,-0.042587421368807554
Category1,-0.7911812542006373,-0.6215897253714502,1,1,1,5.9606048161278595,-0.009219257859513164,-0.012304052989929912
Category2,0.5823050462640822,0.044157491996884346,1,1,1,2.6426223065909094,0.004567093728110191,0.017176789557561273
Category1,0.6009630472399294,-0.6486125597730279,1,1,1,3.899556341399537,-0.017758692242205137,0.07779407869093122
Category2,-0.2672257525846362,-0.4349527549929917,1,1,1,4.198925575627506,-0.09976793001405895,-0.07991092572920025
Category1,0.846233322750777,0.7349874465726316,1,1,1,1.9281120519963864,-0.01735474299639464,-0.07602023598738016
Category2,-0.0167054096236825,0.4417696357704699,1,1,1,1.0968254984917274,0.08480322114191949,-0.0319049006793648
Category1,0.14457873813807964,-0.9780657757073641,1,1,1,2.8136203897676353,-0.09734070985578001,-0.027704472048208126
Category2,0.5915344129316509,-0.6640270208008587,1,1,1,5.107268732535456,0.0585828586947173,-0.056208948045969015
Category1,0.1677866755053401,-0.492827785667032,1,1,1,4.998395152496723,-0.05795083679258824,-0.0015294603072106838
Category2,0.14234158443287015,-0.5362402703613043,1,1,1,6.2515150982469345,-0.05041165347211063,0.017096980055794117
Category1,0.7297722264192998,0.8592038271017373,1,1,1,5.129617599480297,-0.056780199008062485,-0.055657241400331264
Category2,0.5699079614132643,-0.42207244504243135,1,1,1,5.0404181830364125,0.05780154140666127,-0.005745470430701977
Category1,0.5385447507724166,-0.44218170503154397,1,1,1,4.713305111494913,0.008572282642126089,0.009441575314849612
Category2,-0.8793702139519155,0.28030746057629585,1,1,1,2.6884819220280365,0.06717983530834318,-0.03745605973526836
Category1,-0.7335900319740176,-0.09987706551328301,1,1,1,1.3167551940955156,-0.08753785407170654,0.07329353392124177
Category2,0.6720511787571013,0.0021989718079566956,1,1,1,1.443722776019973,0.016931599983945486,0.04411512124352157
Category1,-0.1853295243345201,0.7255611908622086,1,1,1,5.192280910437169,0.09646470560692252,0.08176361452788114
Category2,0.5366589669138193,-0.30799939949065447,1,1,1,2.840910583135802,-0.09023523866198957,-0.08107717027887702
Category1,-0.38307510828599334,-0.24480740819126368,1,1,1,5.758214087277468,-0.06591797014698386,0.0399242310784757
Category2,-0.8074984829872847,-0.3342927312478423,1,1,1,5.7489612109058195,-0.03768504559993744,-0.01310188886709511
Category1,-0.9011180126108229,0.4104449413716793,1,1,1,2.432608335964564,0.0545579047407955,-0.02315749851986766
Category2,-0.29945735540241003,0.23441023426130414,1,1,1,4.431994691271488,-0.08903924222104252,-0.04264357672072947
Category1,-0.6526703867129982,-0.7904881136491895,1,1,1,4.304003310034579,0.011855409154668456,0.037358185462653626
Category2,-0.3637057561427355,0.9269399996846914,1,1,1,4.105835430757618,0.028924011113122094,-0.049173523439094424
Category1,-0.9571951632387936,-0.5396853620186448,1,1,1,6.029291699194921,0.07079059276729824,0.05038802567869424
Category2,-0.730725278146565,0.39220228465273976,1,1,1,2.9504187726630704,0.009734185133129361,-0.06416446072980761
Category1,0.7916419645771384,0.018086728639900684,1,1,1,4.31365324386938,0.013542012823745606,0.01425167582929135
Category2,0.35106965620070696,-0.6118364105932415,1,1,1,4.751872751392749,-0.08399281445890666,-0.08672120822593571
Category1,-0.6625052057206631,-0.7928423793055117,1,1,1,5.772463870343128,0.08582276310771705,-0.040725037362426525
Category2,-0.3907252661883831,0.09865364106371999,1,1,1,2.0663549228771507,0.09227825333364309,-0.01788541283458471
Category1,-0.4077456803061068,0.3374660420231521,1,1,1,3.0232086037608688,-0.03803921164944768,-0.03444201201200485
Category2,0.38056150544434786,-0.10033507086336613,1,1,1,2.266957401047294,-0.07438111999072135,0.00756592457182706
Category1,-0.4103503585793078,0.6819588900543749,1,1,1,5.52974649255317,-0.08359982641413809,-0.07294473862275482
Category2,0.09589538956061006,-0.2469607717357576,1,1,1,5.363658623198261,-0.04211108228191734,0.03542827595956624
Category1,0.26425807969644666,0.8370013958774507,1,1,1,3.428252086076567,-0.04054594384506345,0.017031877627596254
Category2,0.9061658130958676,0.6245274851098657,1,1,1,3.1111261891412054,-0.03742636474780739,0.08866627598181367
Category1,0.7945539224892855,-0.48907419899478555,1,1,1,3.1124584427188258,-0.07144429031759501,0.0974934824742377
Category2,0.34315035911276937,0.34304792527109385,1,1,1,3.7690728854340185,0.06450956678017974,-0.07473216420039536
Category1,0.45294282073155046,0.21331133414059877,1,1,1,3.1775946058279514,-0.08204734981991352,0.030983826238662
Category2,0.5881138257682323,0.10030048480257392,1,1,1,1.9304111702895024,-0.02402248778380453,-0.017476572934538123
Category1,-0.9344975589774549,0.2451753574423492,1,1,1,5.6400332942147955,0.008544679824262852,0.04870698829181491
Category2,0.33037450909614563,-0.40608019288629293,1,1,1,2.4674849275298136,-0.001982063939794901,-0.056749471975490455
Category1,-0.12143485387787223,0.4108510040678084,1,1,1,5.323499445742699,0.09486271925270559,0.05422465982846916
Category2,0.9984925738535821,0.47371616307646036,1,1,1,6.136319148019211,0.09877577922306954,-0.07598754833452404
Category1,0.8944569029845297,-0.4627785040065646,1,1,1,4.777139015478447,-0.0900711436290294,-0.07538459980860353
Category2,-0.9091199743561447,0.5168465110473335,1,1,1,5.460591712517629,0.037415737053379416,0.0483920460101217
Category1,0.8593104919418693,0.22946722153574228,1,1,1,5.798099190181598,0.041855020541697735,-0.06086800713092089
Category2,-0.9386140573769808,-0.19879275932908058,1,1,1,6.190565617680459,-0.02564046555198729,0.0514219356700778
Category1,0.6407164186239243,0.24603376351296902,1,1,1,4.135521290751631,-0.07220625346526505,-0.039008153788745406
Category2,-0.21274837385863066,0.3158118552528322,1,1,1,2.695699162375093,-0.0010629961267113741,-0.016979759698733693
Category1,0.9945595106109977,0.3695084578357637,1,1,1,1.123628386571855,0.09679189170710742,-0.0046816987451165915
Category2,-0.7458768766373396,0.20636310940608382,1,1,1,2.0741811684427716,-0.08791552991606295,0.0984058146364987
Category1,0.8052734187804163,0.7291677142493427,1,1,1,4.365715631784399,0.07715125074610116,-0.022745027299970383
Category2,0.09956127544865012,-0.22742222249507904,1,1,1,2.6974037892512968,-0.05763286827132106,0.0766461927909404
Category1,0.7188946413807571,-0.24463965743780136,1,1,1,4.419876460298206,-0.0572257888969034,-0.032129781413823374
Category2,-0.21869813231751323,-0.8115536971017718,1,1,1,6.01572652006144,0.06290290346369148,0.08673967658542098
Category1,0.039666442200541496,0.580074236728251,1,1,1,2.6705136879719875,-0.043697715876623994,-0.0838147295638919
Category2,0.47009465424343944,0.2868022960610688,1,1,1,1.3827542340185963,-0.07179951462894679,-0.03303994755260646
Category1,0.8305351077578962,-0.14964478043839335,1,1,1,1.2653459247946761,0.05477465740405024,-0.02056461898609996
Category2,-0.1486310218460858,-0.5703007634729147,1,1,1,1.5606353870692815,-0.026253056479617953,-0.03962451592087746
Category1,0.9924692311324179,-0.2835686360485852,1,1,1,1.7465349917677448,0.06126112407073378,-0.0400548751000315
Category2,-0.2535416944883764,0.32031341921538115,1,1,1,5.292382069035364,-0.07703780843876303,0.04733532732352613
Category1,0.4148404276929796,-0.6274917875416577,1,1,1,5.795957101160244,-0.05134387691505254,-0.0731539531145245
Category2,-0.6490752305835485,0.6579924682155252,1,1,1,5.585873852009527,-0.025579958502203223,0.004667983157560229
Category1,0.7918502581305802,0.8683056402951479,1,1,1,3.7761370573908546,0.07454485786147416,0.046684005577117216
Category2,-0.4277329072356224,0.9601115481927991,1,1,1,4.766910315664511,0.06814954490400851,0.05903771473094821
Category1,0.8987235780805349,0.15198643039911985,1,1,1,3.780372188157243,0.01002168636769056,-0.07663328219205141
Category2,-0.4126392574980855,-0.7534545534290373,1,1,1,5.908666015097493,0.07243897188454868,-0.0784308203496039
Category1,-0.5126073257997632,-0.04166596755385399,1,1,1,1.3814303401151882,0.02044431916438043,-0.04387222728691995
Category2,0.9293787819333375,0.5764158167876303,1,1,1,5.794486771498069,-0.035303852660581475,-0.0769861766602844
Category1,0.22120008617639542,-0.0007833014242351055,1,1,1,5.134089535608995,0.05886001489125192,-0.0013752381782978773
Category2,0.5334509876556695,0.7787182074971497,1,1,1,4.9581703474162975,0.045521714072674524,-0.05651415153406561
Category1,0.5207941834814847,0.47050303081050515,1,1,1,2.6372442474642845,0.03223083117045461,0.0700591138098389
Category2,0.2834846191108227,0.9427636847831309,1,1,1,6.260844516809261,-0.033583820937201386,0.06387050417251885
Category1,-0.1151902168057859,-0.209189816378057,1,1,1,1.1273877920933228,-0.002525731315836305,-0.018456628872081632
Category2,0.42755868239328265,-0.7535535949282348,1,1,1,5.00833865776881,-0.013119034282863137,0.0438622474204749
Category1,-0.7539891512133181,0.6827107076533139,1,1,1,5.313218761203647,0.09723692601546646,-0.08987765512429179
Category2,-0.5583403729833663,0.6283890772610903,1,1,1,4.351608816861024,-0.03944248850457371,0.05116047337651253
Category1,0.11357444012537599,0.8855380234308541,1,1,1,4.8236801854610025,-0.08988009984605015,-0.06478539677336811
Category2,0.2422554991208017,-0.15173299331218004,1,1,1,1.788346495241926,-0.02348865736275911,-0.04189501013606787
Category1,-0.4221797827631235,-0.5554934209212661,1,1,1,1.0730220371631858,-0.06746388976462186,0.026140340464189643
Category2,-0.10852230433374643,0.3962947619147599,1,1,1,4.857103255278796,0.09610715545713902,-0.05406155399978161
Category1,-0.258990824688226,0.4817422782070935,1,1,1,4.294968107475355,0.023486459720879788,0.015414930647239089
Category2,-0.9199178726412356,-0.569010847248137,1,1,1,2.593030666148543,0.06796372146345675,0.005520304245874283
Category1,-0.8305938863195479,-0.06429587351158261,1,1,1,5.7563079191855575,0.09450489082373678,-0.06277012196369469
Category2,-0.6424053446389735,0.2761906520463526,1,1,1,2.5006932843556404,0.026715863123536104,-0.0836288715247065
Category1,0.29557556426152587,0.014868366066366434,1,1,1,1.5144533448038044,0.07759575406089425,0.05186388408765197
Category2,-0.7318711057305336,-0.6758181611075997,1,1,1,4.250526518382642,-0.057297108042985205,-0.062234415439888835
Category1,0.30122343357652426,-0.012582663912326097,1,1,1,6.138699455773338,-0.008866418851539493,0.037965609552338714
Category2,0.6933065261691809,0.7951377932913601,1,1,1,2.635194772956043,-0.08806968173012138,0.04441502001136541
Category1,0.6112478715367615,-0.6624005599878728,1,1,1,4.178089641193083,0.03201246801763774,-0.08839350650087
Category2,-0.5929357297718525,0.21976242866367102,1,1,1,4.479431884004036,0.01770215658470989,-0.03566428162157535
Category1,0.4283858765847981,0.7910989853553474,1,1,1,4.638557265349883,-0.012003406835719946,0.0428491380997002
Category2,0.43466354440897703,0.8743630922399461,1,1,1,4.500369706580747,0.011063801310956481,0.08495821091346442
Category1,0.9577682930976152,-0.9984553628601134,1,1,1,5.523933935792116,0.06413280651904643,-0.04477827772498131
Category2,-0.2831185911782086,-0.10261907475069165,1,1,1,1.5338737044580706,-0.045708325970917944,0.011000131908804181
Category1,-0.8233618680387735,0.6683029313571751,1,1,1,6.049663947250155,-0.09196021589450538,-0.09455631752498449
Category2,0.3309061164036393,-0.10175859788432717,1,1,1,4.295338827536425,0.0732779330573976,0.004122943617403507
Category1,-0.6900352016091347,-0.8360792193561792,1,1,1,1.4560835064303026,-0.06718082302249968,0.012136332923546433
