duration,category,src_bytes,dst_bytes,wrong_fragment,urgent
53475,,762800979,907163593,2.2816260657273233,11.029045777861029
1606,,753126084,499303581,2.910965590272099,2.557022942462936
34782,,1062941273,537972771,1.9818848869763315,11.042929323622957
57799,,894379928,718319137,1.7770840637385845,5.715354552958161
8804,,605944197,1306148880,1.7103989510796964,3.7478871701750904
13282,,658678806,436363765,2.5145928813144565,11.938335764454678
16676,,443230766,356848778,1.5760617409832776,8.21520902379416
33265,,1296736357,1032946575,2.0207999106496572,4.881561879999936
44650,,708939559,439401428,1.2147185485810041,11.622426164336503
55830,,842333482,805526689,2.1781032024882734,1.9222573931328952
29876,,384421635,125888060,1.245940619148314,6.8479718870949
7483,,841318473,641277228,1.9634266439825296,11.765753372572362
45545,,1365660710,640133077,1.6755495551042259,2.4291930296458304
44914,,398938941,149792101,1.740124705247581,3.7429743646644056
44786,,1332143016,1234140963,2.392753925640136,2.6998311697971076
43643,,2335164,845668453,1.9988093506544828,11.890719017013907
4822,,1099333415,945123937,1.573135884013027,6.5264815276023
17152,,1358210542,976705825,2.6639694944024086,10.304116524057463
51870,,639373485,288387654,1.3400631095282733,8.21670263982378
31958,,589298990,1173872072,1.3768343264237046,13.27434100327082
10803,,867772273,996388665,1.9931657435372472,2.5835804587695748
41098,,462214598,1302728741,1.2985727186314762,10.8117170331534
31333,,108231396,1059625587,1.9368509822525084,2.8277956056408584
39246,,302858232,20021581,2.851683594286442,3.598129816353321
5426,,319451593,387659145,1.7060931590385735,13.032898821402341
39436,,1278342913,233026788,2.064239654224366,2.8260780428536236
26167,,237366144,713280557,2.3370200130157173,11.747156387427822
34979,,1119180332,771686823,2.163939907681197,4.988007129402831
33707,,1335624340,1015549561,2.120563860516995,5.405003232182935
20228,,1000531614,614016717,1.2280387869104743,7.963140022242442
41218,,250673098,790054566,1.0781426108442247,9.152319630840793
34612,,1177940934,929289566,2.6486589554697275,1.3816492876503617
766,,1110551791,322708075,2.0143750398419797,8.230073067592457
20172,,252038432,19026683,1.4953768569976091,2.2632210140582174
19327,,718344801,371071862,2.0773308472707868,11.165089449845254
45738,,1096722183,91654098,1.3142001847736537,13.378770946757868
13627,,222436723,157431709,1.1597289345227182,9.148910305695608
28839,,903985590,715995728,2.948503787163645,11.484690978191793
52239,,319446415,1249278402,1.0079803303815424,13.432316432474181
14309,,859573296,1277368092,2.3266648179851472,9.530057093361393
19979,,611907102,1278197295,1.8324836478568614,12.856953314505517
3066,,593747137,925840095,2.580272771883756,7.725482878973708
37855,,638542212,1007054284,2.2238273662514985,4.829292773967609
50882,,961335871,887424909,2.4945694487541914,5.055614318232983
27858,,819053350,848327058,1.657422801014036,4.306509353918955
16530,,650766080,926574090,2.3794865417294204,6.013943801866844
39369,,1105482968,161633755,2.017202503513545,3.3132673159707338
30153,,1331659922,381075628,1.972363084089011,13.919331289362162
16393,,804359503,45474917,1.5498643997125328,8.264793747104704
45173,,914990286,1018969282,2.1329575194977224,12.945185189135373
14325,,909848056,853617534,2.671488795429468,3.0759960229042917
34403,,134699168,367006535,1.8586996444500983,11.211825096281245
42498,,1313545243,1289429822,2.955246170051396,13.449717584066093
16095,,988760915,129893224,1.2270435630343854,4.018149112584069
8232,,131108041,877952823,2.561903567519039,10.447295715799555
31257,,646202256,1088072342,2.8152221459895372,1.180362613638863
42147,,1004164119,210522402,1.682583246845752,8.336191661888734
20839,,1188862584,971752380,1.118890174664557,1.6156743152532727
31368,,458891541,1082395387,2.417600649408996,12.618912554811686
48937,,683333538,450514172,2.1356723848730326,8.186480239732191
24209,,516000956,1102799222,2.983569445554167,3.7869750566314906
16891,,173190582,95476522,1.5888972710818052,7.265977318165824
23760,,10842694,565134293,1.500659386627376,13.418819708516821
40902,,425684873,176151890,2.195920731406659,13.886482224566862
44948,,291854343,773910224,1.7072651698254049,7.474988705478609
23811,,174234392,902975324,1.684390947688371,6.678087683161721
28467,,517322388,641412526,2.7966446923092008,11.663534378167242
1706,,1291154455,706843258,2.1262349085882306,8.115657964488491
41993,,1116586223,1028322194,1.2271636170335114,13.440899445908144
228,,1371351598,713675925,2.613659357186407,7.09745194693096
5451,,539086997,461329088,2.816276352852583,9.933704597642645
13807,,623383784,1263525257,1.3056793711148202,1.4314515106379986
56729,,544920190,1153543124,2.7103318329900503,3.2938293046317995
23026,,16476277,757981432,1.6231345171108842,4.162411819444969
11217,,352641662,607569334,2.4187318114563823,11.166152918478474
47405,,85115257,1165014759,1.8324318681843579,3.8953372652176768
35947,,144118760,301523120,2.6758731892332435,5.574672587914392
2213,,695721562,1177658684,1.9068368836306036,3.1264714028220624
23732,,80862158,595577568,1.077488312497735,11.61942410399206
32441,,864548289,278199661,2.105351692531258,8.436144534731284
23620,,878502518,1295564905,2.3171159238554537,6.781802251935005
20474,,1204855090,316984456,1.161562577355653,10.848947203950956
3054,,500334231,545889154,1.8355461633764207,7.876623597694561
589,,1274093839,132428182,1.7078950060531497,8.591620733495802
17512,,1002162257,345712244,1.8097875295206904,10.874900589464232
1948,,1079971374,391575399,2.1350569361820817,5.983580283354968
41956,,904728753,40406196,1.5537360007874668,12.464652217924595
1841,,289029286,217198747,1.2109343861229718,6.878973288228735
12360,,427108059,409523678,2.4259231532923877,7.7934871383477
5916,,214172111,630154035,1.8661577557213604,6.165935574565083
878,,699999329,264462146,2.5511993374675512,13.705551272025332
2727,,765936356,92255114,1.2063929648138583,5.388871380593628
32820,,915631798,131623215,1.024931389838457,4.743251254083589
41201,,466125599,1255735298,2.7237324225716293,13.723242987180129
9215,,89843547,238447487,1.5529005648568273,5.432935132877901
12054,,1007275325,836278933,1.5722295055165887,13.009265255881473
48844,,670263644,544929825,2.190156170167029,13.221192067489028
28853,,457836624,1114509428,1.6812272579409182,1.1334220166318119
6829,,762453013,1016761197,1.4733954081311822,3.9918521370273083
35479,,156705856,977683444,2.9408670887351036,11.317348670447245
9582,,1181929502,596734505,2.1199498185887933,13.304260157514364
520,,549173005,19287114,1.0669145393185318,3.948266183026135
4580,,919862935,945843855,2.493670873809606,5.846920282579958
40015,,894750556,576175592,1.47674945788458,12.529262422351167
46993,,985847437,1154545514,2.6002180259674788,6.940133378375322
30530,,230823045,546156546,1.4710223651491106,6.633871349971741
52495,,965306776,1245165993,1.5330501440912485,11.670363864395767
29105,,23567555,390267857,1.163090209942311,1.5452452241443098
15804,,1090582303,1192870498,1.9106189608573914,1.1694717118516564
53839,,368094406,294220963,2.763426802121103,12.380075744120404
15319,,1024800934,221640119,1.5561068607494235,7.1029251490253955
47457,,249663080,134072149,2.641052197664976,6.787062270566821
46746,,1274396091,898586334,2.027488010469824,8.720932412426919
47883,,28583065,566082944,1.0924419527873397,5.600336451083422
8493,,935676804,640879186,1.2393831037916243,6.455002667149529
31018,,277080242,1047123242,1.1932883551344275,3.773102558683604
51990,,771186214,732305246,1.4642309425398707,1.4325228035449982
43066,,98585914,808135107,1.833310294430703,13.07924344483763
54547,,506694305,137331495,2.759331975132227,3.8457723492756486
58057,,903835461,234426377,1.00415451079607,9.327021053992212
44508,,1262267591,77921819,1.4203649670816958,1.5720354376826435
2712,,83780840,187024303,2.7029983391985297,4.436080586863682
54670,,913718721,1137404229,2.4195973868481815,7.6081434013322
8048,,1065854079,889712734,2.2797574438154697,9.481475720414892
9310,,326846928,119558987,2.710646280553192,10.249975016340613
27299,,1268345069,351107619,1.8227241351269186,5.8643803901504725
53687,,1042557449,50066681,1.127603753004223,5.784052424365655
55833,,1191975916,944950727,2.345521645154804,11.026637118309736
26455,,794093856,1035007245,1.7039333526045084,7.386377905961126
5499,,836826901,141865159,2.6901144506409764,5.453899558633566
35730,,1068345661,422648522,1.355994451791048,11.263448973651975
29058,,122051108,551932181,2.388812013436109,8.153197368141264
52244,,66412117,815283624,2.201488773804158,10.651367595186457
2852,,1229516891,785351105,2.452322280500084,2.4030252499505877
50316,,1235564130,1066281768,1.9266074770130217,5.285353941144422
39115,,765850488,301752070,2.262176019605249,1.5523275812156498
27208,,334854092,74070120,2.7286904896609485,11.879322309978306
46404,,72248101,444764404,1.6307750176638365,5.610339916776866
44094,,966518931,230690928,1.5254087490029633,7.849352217046544
57060,,1275275130,514133989,1.9708708352409303,8.543770750053227
11817,,829614050,237385083,2.5922850375063717,8.818078090203926
43083,,546497424,520892015,1.7742269979789853,12.86523196217604
13443,,323961181,672293703,1.6554879257455468,12.212712527252734
53940,,1059652296,1127407021,1.510599854402244,4.600336468312889
35795,,1296201883,1086413377,1.5233622007071972,13.400227308971807
1676,,1306508492,226793736,1.872610505670309,4.963844343321398
7271,,1301832582,374153640,2.47705067275092,10.206719951936975
9337,,453108484,639582633,2.805451846215874,5.633141939062625
19716,,595601067,925814983,2.9967684471048415,8.033235596492887
34810,,1090080961,540278403,1.2044656220823526,7.697885557543486
13141,,1258057366,1165825248,1.0051004863344133,2.872437885031104
36162,,98353300,527685255,1.8927481048740447,9.550804533995688
19624,,775897073,742674902,2.766901924274862,7.655782967805862
42117,,17296191,671714231,2.5323024932295084,2.018762185703963
30882,,78843328,71840348,2.7769144806079566,5.815772950416431
55400,,1341943742,340714092,1.1198574868030846,7.885005577234551
23872,,1189938359,857298808,2.0566856996156275,4.82851520460099
9437,,1085903268,1059639478,2.4383872523903847,7.898065234534442
7129,,848832099,388953153,2.708138437476009,11.515816017985344
47088,,908726451,713966131,1.282932656351477,8.644063220592216
30039,,738619195,1260465036,2.959259644150734,5.790512638166547
35496,,7154124,1175738206,2.2863835557363927,9.750228731194511
50373,,1136485242,157345579,1.1094760564155877,5.189963201060891
47871,,713975941,337013791,1.055074468255043,7.277395221870393
35523,,927979078,183997839,1.8360393913462758,5.299702403135598
34251,,1303778487,649882775,2.366760783828795,3.9953290475532413
41982,,1204417368,627773540,1.1827210914343596,7.440513066481799
33449,,314867471,263484502,1.3687933688051999,4.516372167505324
22828,,905453375,574030616,1.1151969893835485,8.229911109665409
43557,,751040160,94071645,2.6085029589012265,5.502611813368276
15802,,199942120,835923792,1.22021289402619,4.745771756861359
36869,,582592264,332824732,1.5776758650317788,5.760705744847655
44382,,185700278,819450931,1.2554891626350582,7.885278727626428
19862,,383550222,718003273,1.9800087930634618,2.0968853891827166
41456,,423630635,576995999,1.6326192319393158,7.094228833448142
29852,,1125684074,982848509,1.5139149250462651,6.502675492083654
50730,,674613403,624042490,1.275441074743867,5.745047245174646
25594,,280971329,799485708,2.8442857484333217,5.550482929917052
35937,,1224760800,1107343123,1.5636874292977154,3.9558009889442474
39674,,888701863,234196478,1.3807280007749796,11.509729177923873
22037,,91841234,291540849,2.1755855549126863,2.7318179360590875
40875,,320780822,751019957,1.298419923055917,12.351467111846432
18217,,1233873759,1268934956,2.797918210271746,11.748562077991664
4905,,250792292,493729518,2.9300131294876337,11.354367725085467
12702,,1171079706,319385287,1.1209001974202693,5.758884771494195
9421,,746125023,1006944011,1.391123523004353,9.431236155331135
49025,,1206461541,196872322,1.7568441550247371,12.439123776741326
7370,,1249664277,286679270,1.2046076306141913,13.444749164162204
47250,,73491711,59625656,2.1615702104754746,9.35844907630235
18685,,1032277023,613406355,2.901070241816342,3.8356452237349004
50797,,962404725,679593204,2.9729743455536664,11.186886659823358
23916,,107257906,297177928,2.6492078648880124,12.799488615244627
34163,,750822067,1107475491,2.8846820727922022,13.343217377085239
16442,,1219346389,1049080298,2.1267877952195704,3.9612389258109033
19885,,624415013,472093132,2.9612071118317544,10.797799251275137
4673,,1162460444,1120495343,2.7866022824309766,7.025969920447096
21555,,660727362,938505283,2.803543718997389,2.673521578544751
1091,,102045021,21329504,2.6291830064728856,5.261952128494158
7175,,1054634909,68702617,2.5875921393744648,1.4490179799031466
56810,,632678080,972108996,1.7160592987202108,12.71732792002149
30600,,136240426,139398653,1.5229149260558188,4.034515438135713
4265,,408323764,880829375,1.7214607428759336,4.695130901876837
9364,,27859309,863557703,1.6607449813745916,8.237640354083851
25193,,45766681,1159551381,2.8544241660274565,1.5394162582233548
53008,,1304096408,795678879,1.3760029934346676,13.714743216754869
6838,,721005565,1243031617,1.7799651813693345,4.951125984778628
17625,,801859350,154612315,2.1271866247989237,6.126098422333598
22860,,71609070,187869397,1.349865011870861,3.8820047026965767
8123,,764331102,614053516,1.5933038862422109,3.8463978371582925
38359,,283822739,780605749,2.405335621442646,1.5016343081369996
27391,,385476579,721549224,1.7207715045660734,6.896961305756122
26170,,1160531582,1162023285,2.0150101128965616,6.7704921930562705
30894,,591635343,1204838855,1.9333601165562868,6.553149845916778
45195,,189592610,1291737628,1.612835739273578,11.940441695740446
56648,,624783025,513571447,2.5875147012993693,12.033120037056506
2091,,224661210,568644896,2.448788035195321,4.009407591773197
50241,,1316194691,662002832,2.879270801320672,9.81298913503997
30876,,582656248,1192667235,2.3489948473870754,9.491798307513818
38789,,551067145,466129709,1.5726184733211994,11.44148989371024
48941,,615116824,586459520,2.2807459896430373,8.591729991836473
16870,,1189349665,239162078,2.4028084576129913,4.542858429951593
29735,,1081397322,422261273,1.9672307330183685,9.564286535605788
50470,,152818776,1214554853,1.3212022949010134,4.434432349866256
30709,,1053640393,314475032,1.2362104831263423,9.957614851882681
10863,,438446418,1022368187,1.7094245292246342,2.0725288910325617
31613,,1281878934,332816140,2.6643855571746826,12.50111072161235
9209,,787649948,790744136,1.7814869419671595,9.686212623724714
40334,,167699416,487472559,2.445652265101671,1.9553451663814485
46468,,157572807,972379630,1.4406825304031372,11.486350680701435
5554,,323749936,1079132450,2.1786605650559068,9.719059282215312
9134,,782329923,854088049,1.493173511698842,2.560896245529875
29897,,942594320,633001194,2.7372855585999787,2.2310602341312915
47662,,467744353,1129043854,2.5925090885721147,12.307624100940302
34400,,780258222,301282656,2.7978420318104327,13.534164601704106
32738,,966009881,345873623,1.5845804936252534,3.4808951052837074
10702,,866625992,228391474,2.5802150373347104,2.2429514746181667
15023,,436520388,980105296,1.371479022782296,12.91509627387859
47465,,989208615,950720304,2.4202570598572493,2.7609172032680362
23042,,1229031431,112173363,1.165143589489162,2.3156377794221044
46518,,1208507423,194196292,2.0295658418908715,8.337443893775344
12686,,714577981,1123088084,2.265727424994111,9.79575036210008
29512,,434499216,449729735,1.6005850327201188,9.102472877595574
9971,,607464460,1058357784,1.4277146686799824,8.16250308114104
45099,,1343844732,1261450495,2.4313935982063413,4.732443280518055
235,,908135562,134405108,1.1457605874165893,5.54824586561881
51522,,210608336,1017709769,1.5521772420033813,8.311478343559429
3156,,326251204,1063347084,1.411933015100658,3.1888831860851496
39546,,1217857374,778957763,2.627514361869544,10.47677837847732
9399,,1143640414,657844089,1.682972637936473,6.910863681230694
52322,,1148450585,1154481649,1.4883502097800374,2.9061887632124126
48716,,1187263951,1138093470,1.9398536616936326,6.061334520112723
36767,,1012325156,699833776,2.2425995296798646,8.089615578996018
15377,,923413985,183481957,2.108802169095725,10.8179397219792
35635,,1361183080,509204369,2.0366877955384552,11.513544457266107
8410,,622195963,1110423083,1.2265332657843828,10.315266350284219
47420,,682205024,166730046,1.3455965057946742,1.6310143291484565
56048,,1328420139,1038835878,1.4459815290756524,1.8067061298061162
3344,,1023146499,788469121,1.503192141186446,2.4064703518524766
3701,,213248197,494056228,2.5261227008886635,1.3550400282256305
2231,,21025721,430685959,1.772577096708119,6.94771016901359
48777,,1162161409,397479257,2.0508892866782844,6.500823475886136
4496,,1111393934,85965512,1.3071048692800105,13.86987492046319
55095,,1075506635,70794136,1.4468235620297492,7.5345158379059285
31182,,46311860,660790424,1.3533349046483636,5.749561378965154
5596,,732414177,1124856805,1.2510780189186335,13.630446382798254
32750,,952977282,443116641,2.767854212783277,9.73122486867942
39646,,902769791,1042890494,2.514524598605931,8.141527628758922
42283,,502297288,1008427062,2.2238521366380155,4.606281760148704
38661,,781779644,815520078,2.8090922478586435,7.687688591657206
24625,,837224686,437093202,2.911344146821648,4.70789319742471
51772,,678215832,690523080,1.7112432038411498,10.257997524226084
33329,,1246743913,243288720,2.9361617183312774,4.609784331871197
27297,,1268244211,740316822,1.0909961177967489,8.199236660264432
31281,,1221349586,1126644871,1.310895453672856,5.021585413487628
37177,,776007295,171336476,1.6536293341778219,12.518539586570114
4413,,1221005918,220958322,2.017007229849696,2.4353453908115625
35813,,1184421682,59735713,2.170062981545925,3.1832778884563595
56200,,574306680,34376057,1.3202749313786626,11.580846169497818
1614,,86800469,293810711,2.53732468560338,10.627615742385387
6839,,348546427,169830437,1.9750024192035198,11.478054677369073
6811,,777696491,472079591,2.9183982075192034,9.065582265146077
15640,,549195245,648589359,2.8913710680790246,12.139235444134101
8067,,141939524,154667566,1.1817375621758401,2.662990405689925
55708,,1033277190,650093607,2.609732524957508,7.630725184688345
42301,,339056851,73781683,1.6063089342787862,1.7503131139092147
35654,,1018645543,54778922,1.7034989236854017,3.391937216743827
51541,,298907478,735868072,1.0943845426663756,11.129540605004877
205,,409883500,509281361,1.4618093874305487,10.614563706563786
48673,,1856731,303023017,1.3634499805048108,2.8572721269447356
8023,,486668894,663147084,2.324658523313701,7.347691118717194
15024,,1145758287,445243023,1.0599012882448733,4.1216582919005305
16440,,1349088487,1053525694,1.115291042253375,6.657229482894763
16711,,474490954,725568623,1.964598482940346,10.606483901385218
19711,,247272909,1016823454,2.9518797425553203,1.8397185176145285
46189,,1207094304,88092541,2.428275115787983,2.048408165341243
15718,,206635167,145011477,1.9807272860780358,6.599410227499902
33424,,1051415004,544295878,2.526227186433971,5.83870841213502
46709,,321960484,1262886757,1.1727097197435796,2.7564071072265506
50366,,246089227,115301827,2.1825726525858045,2.529587866505608
41591,,160308269,2948989,1.8238320029340684,3.0678674287628382
30926,,301117515,672915267,1.3175745750777423,3.764929491793737
35539,,346538471,1168055969,1.2194286030717194,2.355238124029711
54737,,226519166,261548552,1.7010837360285223,1.7685190821066499
29102,,1369923470,276845816,1.4147194218821824,13.792744597652927
14156,,584833824,891071099,1.870397147256881,5.547288722358644
12507,,1183196207,1280036605,1.465541866607964,8.080485956044868
56155,,1091181892,887719446,2.612803176511079,7.759607000742108
9386,,839822345,303625629,2.2404334782622755,9.382212328026071
43880,,1303449745,336453709,1.2013546181842685,4.8007286810316145
28323,,978226566,931648123,1.6218852163292468,1.354052274953574
8858,,536110362,1113104092,1.7896469961851835,7.093086976790801
9873,,1050960082,904601312,2.4071199260652065,3.514128694543615
13853,,273361482,705510313,1.0131396162323654,6.517832887126133
26459,,1145709901,1173041405,2.557688052300364,7.301634849281982
16150,,64146669,1164677488,1.074680786114186,5.628922094823793
19552,,609605884,156970517,1.364064492750913,12.488149296026677
12766,,765113880,518089730,1.7217701748013496,6.018557205563411
45025,,298053478,453443334,2.667849734891206,5.71543733892031
25438,,1130401117,346241811,2.5575529485940933,2.1301988132763654
39200,,1048945592,55424530,1.1717218970879912,4.1258876856882125
36138,,827728786,70297823,2.8605591794475913,9.735391126479954
6202,,921110076,856045313,1.363629607949406,5.117358504794538
39001,,16535476,266295282,1.3821376501582563,4.147554189432412
43445,,922979851,1118558634,1.2136634020134807,3.578919865190983
33805,,1071126998,527656168,2.0059090312570333,9.367230923147872
1661,,333540776,85955851,2.858046045061201,2.778729397105053
20875,,695874350,906939767,1.8723478885367513,2.710759824840352
45185,,1274644344,419941222,1.8329975032247603,2.921332670841366
39445,,1177468833,945368235,2.6414359374903142,10.411310306750238
44695,,356127742,478628612,2.7459148573689163,13.781914809951559
1688,,90050501,1026305489,1.3378357556648552,7.137055581668392
39432,,181437068,679980870,1.7006825529970229,1.1190595224034041
22954,,1327726745,783197534,1.3825474493205547,4.2913346940185875
21004,,23650416,353203724,2.62347892485559,8.008887303993106
41431,,747753472,37603080,1.0572752766311169,7.206995157757774
46976,,867993847,1198954463,2.92229542741552,9.441633513430133
494,,1357423341,530242379,2.8332246048375964,6.941895326133817
57502,,602201714,337704894,1.3989243479445577,12.062924602767453
10250,,334577155,521554165,2.5801408579573035,13.562405447708443
8536,,374241883,1090800993,2.1947830519638956,12.018099538050592
10460,,842506324,236106400,2.5856862794607878,4.775047086877748
38045,,341764121,270194959,2.360861660912633,5.7438439324032515
2939,,783291708,3629613,2.5171183166094124,4.751658349996433
6864,,1188311909,6804103,2.591321926563978,11.676589192589745
32707,,1276415505,369682410,2.268036462366581,1.9096410709898919
9351,,898173005,64619573,1.930174714885652,1.2077821348793805
2095,,171001719,770283455,2.524109337013215,12.085832668934017
22240,,959364594,1124281272,2.2288477700203657,2.041577356401831
33107,,819952761,403474278,2.9404802597127855,10.096955784829333
17798,,730285871,302540071,2.961540352087468,10.328201118856668
1297,,1131471077,970542560,1.449499957729131,1.7646578378044069
30005,,1341778583,635279584,2.4721003458835185,4.435103009687737
38337,,602487620,768160310,2.5390618769451976,1.7118408116512
22613,,1223282640,306609375,2.2160481363534927,6.052883381256834
50765,,91898835,895497649,2.0598772722296417,11.729142754105851
37515,,877767709,130544410,2.1356013091281056,3.4282592239324003
52159,,1148261368,1284973542,1.4008085634559393,12.069499565521255
27722,,67398244,1042703257,2.3880546912550926,2.4616759547498077
48841,,218253923,1143709402,2.0969481063075364,6.526700725313276
24676,,296873856,816721567,1.7531025731004775,8.057288537034765
41209,,668827665,802807826,1.7974466821178794,1.923829257953912
23294,,263230162,1133342212,2.0038357255980372,10.697668284643441
25989,,1239807304,835674482,2.5305694667622447,13.079107692930847
15606,,650506437,1008212085,1.760131121147424,9.563767188461497
21074,,752854661,843359801,1.842680438887328,5.707969909533858
7208,,672236834,292010135,2.33008817024529,13.802155037876219
29653,,946656331,63848867,2.819578470662236,7.79273881088011
30701,,671587092,374574992,2.7156949159689248,7.605187072884291
49610,,1328827503,856262336,1.1360401478596032,9.114934533368796
7203,,1297754556,1134773785,1.6671204129233956,9.489506440004334
5832,,770996902,476621663,1.4818213018588722,13.4857853341382
9479,,1371718309,89932281,2.5236946614459157,6.844093574676663
8921,,1115636094,693966889,1.8654570151120424,1.391394231468439
47984,,528749479,1301878823,1.3247055495157838,4.272453628713265
18232,,414814032,933490838,2.4612642605789006,11.564570647897199
49702,,432200908,855342850,2.493623607326299,3.182237977394834
3351,,980373372,579484425,1.4185843071900308,7.357937306398526
27638,,463624504,586614905,2.6765838391147554,1.5264755571261048
44748,,235783762,669117185,2.3199153607711196,10.534755832515657
33629,,946466218,124088951,1.5068049472756684,8.204278713092208
42184,,325841765,1203200811,2.2795350858941674,12.723210387630388
27759,,595899092,1084412812,1.3858964433893561,1.932726810220629
26891,,982189536,546165938,1.2494109249673784,6.7318485013674945
821,,665338798,59748788,1.4799280650913715,10.140068359673023
55971,,144787058,557507108,2.448668797966093,2.8445991431362927
28609,,791843444,327717669,1.3473430504091084,11.156807742081583
15799,,768775007,130666813,2.6522438428364694,8.065865938784555
3186,,39998834,1190023796,1.5373869938775897,1.4217526044230908
57378,,417119248,300995873,2.3550285170786083,7.019998065428808
51253,,410650328,368677566,1.4639675039798021,6.401000507175922
56002,,912751179,214470600,2.8195189419202507,9.611767216352746
41556,,1314439056,1267991965,1.42171601485461,3.39642332540825
36220,,74870669,1175014924,2.7794107045046985,6.711233770707622
17492,,769723617,1294035613,1.8361070128157735,1.6838669565040618
11146,,142304678,965130653,1.6239124820567667,2.023588794050738
15334,,1310276601,391370661,2.0426229014992714,13.495552515843883
22185,,448192849,782712249,1.1514723296277225,13.512331097386777
47373,,1143117598,597390424,2.2738086744211614,7.734711033292115
8826,,818334068,528294361,1.779420256614685,7.625632511684671
32853,,786798672,1211810473,2.705512478481978,3.684601937653497
12566,,711913073,1044874936,1.3780477256514132,3.8049836109858006
56034,,556424461,821030385,1.3103512777015567,6.86342333862558
36184,,458859339,24118382,1.4034540560096502,10.162882283329964
21921,,1000664064,1144249962,1.4148324029520154,12.919695049058646
50711,,535318652,844146471,2.546103799249977,12.220615885220468
37080,,9710308,921415072,2.5198860284872353,12.413099443074316
21487,,150213763,1044495802,2.0713579915463924,12.680054671829566
48374,,1324705292,702484569,2.9263785388320684,3.0820406754501164
12574,,508568274,1118613976,2.935052338987589,9.41140769305639
25214,,1247323636,52546494,1.77916547562927,11.40144589310512
35954,,521189652,613914736,1.6860297466628253,9.490532234078273
30404,,236281341,891010777,1.047501111868769,4.442874541506171
53291,,1354190259,795959100,2.844782991334796,2.7878053972963244
39498,,617325770,43154769,2.681517329532653,10.696116887032986
35571,,54429707,527624229,1.8615286415442824,4.0837927628308535
9617,,1011988412,853974223,1.2119929138571024,10.026766307186335
53882,,432156066,83781906,1.2452462771907449,9.908003795426339
10824,,410024484,277143775,2.5846277554519475,12.381601283792406
41851,,825403689,71497408,2.0341057763434947,10.690936364233494
13341,,1008034699,496451077,1.0376499332487583,4.026515652425587
6928,,1015809276,289235662,2.6042512976564467,13.41264455858618
15119,,532452823,24885088,2.169575074221939,9.462621191050857
52324,,922169052,149054550,1.8065065764822066,4.745037631131709
12148,,228885588,226529243,2.8325198641978204,6.922087812330574
21003,,1296580533,807258957,1.5455317571759224,12.615515034180135
49126,,188658724,713706807,2.1648786081932485,4.141997886588797
11993,,794654935,704353222,1.461975697427988,4.494545182911679
26071,,1238203012,1131859859,2.6778800799511373,13.519931902643293
28438,,1128254111,164274828,2.4051578398793936,8.87297433312051
6857,,90251056,1123876163,2.8528706287033856,7.879916557576507
13738,,694542179,277681103,1.2466933210380375,1.965503180399537
28146,,551176499,50758368,2.838314109481871,9.758853459963575
